AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
0,81,-45,0,0,0,-3,100,-11,-56,0,83,0,-49,100,0,-100,0,-6,100,-92,0,13,100,75,0,0,-23,0
0,0,0,-33,95,0,0,-72,43,-93,0,0,-18,-97,100,0,100,-100,0,2,100,0,0,-100,100,-83,-10,0,-30
46,-66,-100,-43,-73,-100,0,-28,-43,0,42,62,-100,-100,41,67,-30,3,-20,22,-98,79,-100,-73,-64,0,-10,1,100
-46,-37,100,-53,-22,-31,0,100,100,0,-19,100,82,46,-3,-17,-16,-59,-4,76,-22,-79,25,100,-86,31,-4,14,100
0,-96,-100,100,0,100,0,-100,0,0,-17,100,100,64,0,100,-100,-44,0,100,0,0,0,-29,100,100,100,-15,0
100,0,100,-43,0,-37,0,0,0,0,-6,-91,0,-46,0,-62,0,-57,0,-100,0,0,0,41,100,0,-48,0,0
-100,-18,100,-100,0,-63,0,0,-44,0,0,44,-100,100,60,-88,-50,52,20,19,91,0,37,14,-69,-100,-100,0,-100
0,-25,-53,87,0,8,0,100,-48,44,0,100,73,24,100,25,37,-17,-20,-100,18,0,-100,-100,22,75,-43,100,-5
60,0,-2,0,82,0,0,0,0,-44,0,-22,0,100,92,100,-37,-69,0,81,0,0,-22,-4,20,-100,-48,-4,-29
0,0,0,-29,-82,-19,0,100,0,0,0,0,-65,-100,100,0,0,65,0,-14,100,0,0,0,-41,-6,-44,1,0
0,0,-100,0,0,100,0,0,0,0,0,-10,0,0,0,0,0,0,0,1,88,0,0,0,-56,0,0,-97,0
-47,97,-75,-100,0,56,0,-100,0,0,45,-71,29,-100,-23,0,100,91,0,1,0,0,0,0,-75,72,0,0,100
100,100,-96,-71,0,100,0,-100,-8,0,-6,-1,-13,1,-3,-36,100,0,0,-6,0,88,0,-100,0,-19,0,0,0
-48,0,-15,65,0,-100,0,0,0,100,0,100,-44,89,-38,-40,-100,-17,0,0,0,-16,0,-34,-57,-46,3,92,100
-65,-1,-100,100,1,-53,100,0,0,-54,-39,0,100,100,-36,100,-100,0,0,2,-27,0,100,0,61,-7,0,0,-100
0,-47,0,100,-1,0,-75,0,0,-18,100,-55,-100,-29,0,0,1,100,0,0,-100,0,0,89,0,0,-3,-92,-99
100,-20,100,-1,0,-25,-25,0,0,-28,0,100,-65,-8,0,-7,0,-40,0,100,0,-26,78,-100,0,3,0,2,-67
0,0,100,-6,0,-73,0,100,0,0,0,-38,-81,0,100,0,-1,0,1,0,39,0,100,-17,-61,-3,0,0,0
0,0,0,0,0,0,2,-100,0,0,0,-1,100,0,-16,-23,0,-100,0,-35,0,-7,0,-32,74,0,100,-2,0
100,-44,-57,0,0,0,-2,0,0,0,0,100,0,-100,0,0,0,0,-1,-100,1,-39,-99,0,25,0,100,2,0
0,0,68,0,0,0,0,0,0,0,-17,-51,-22,-100,0,-100,1,0,0,0,-64,0,0,0,100,0,100,-2,0
-66,-3,0,-79,0,0,0,0,0,0,-29,-86,93,0,100,-19,86,100,0,-93,1,0,-31,0,0,0,-100,100,100
0,-82,0,17,0,0,0,0,0,0,-54,0,0,1,0,0,-87,0,0,0,-16,0,-98,0,100,0,-14,1,100
-100,0,-13,-86,100,21,0,100,88,0,19,-61,100,52,-91,0,0,-100,0,29,-28,16,-50,0,31,52,-21,-100,25
-31,100,100,0,0,-23,0,0,-32,0,0,0,-18,1,0,0,0,-99,0,-25,74,-8,0,0,0,-52,-44,-1,0
0,-100,100,-91,-5,-9,0,0,0,0,-19,0,-74,0,100,100,0,0,30,0,0,-8,100,0,0,0,0,0,0
73,100,-100,-42,-50,0,0,-47,-21,0,0,90,-100,-41,100,0,76,25,92,1,-97,0,-82,40,0,0,-53,0,0
0,37,0,0,0,-32,0,0,-35,0,0,0,0,-80,100,0,0,0,-26,0,100,0,0,-40,-56,0,0,2,0
-76,-87,0,0,99,0,0,1,100,0,0,-5,0,100,100,-10,-76,0,-35,0,0,0,100,0,-98,100,-17,-2,-100
0,100,-86,0,100,0,0,-54,-32,0,0,0,100,-100,-4,0,0,23,-61,-5,-27,0,0,100,0,-47,-51,0,-99
0,100,0,0,0,0,0,1,-68,0,0,100,66,-80,0,-90,0,0,0,-4,100,0,-75,-100,-100,0,0,0,100
100,-44,69,0,-41,100,0,-1,0,0,0,-13,100,-11,0,36,66,-48,0,-100,-8,100,0,0,-67,-17,0,2,-100
-100,-85,100,0,-29,0,0,0,0,100,0,0,45,2,0,0,100,100,0,-87,0,-17,-43,0,-50,-36,0,-2,-26
100,0,-100,0,100,0,0,0,0,-100,0,0,-94,-100,-68,-36,0,-25,0,1,0,-83,78,100,100,0,0,100,0
-66,-100,0,70,-100,-38,0,0,80,0,0,43,-100,77,0,0,-100,100,100,0,-8,0,100,-68,-85,100,0,100,1
0,100,0,79,-89,-62,0,0,100,0,0,92,100,-100,100,0,-20,0,0,-78,-100,100,-100,-32,-31,-100,92,0,0
-34,0,0,0,0,0,2,0,-6,0,0,-6,-91,0,100,0,-46,0,100,0,0,0,0,0,-100,89,100,0,0
0,-18,-76,-100,-75,100,-2,0,0,0,75,0,0,100,100,0,0,-28,100,0,0,-82,0,100,-7,-89,-57,1,-1
0,-57,100,-47,-10,100,0,0,-53,0,-75,-20,100,1,100,0,100,11,0,0,0,100,0,100,-100,0,1,-95,0
0,0,-70,-2,100,-49,0,0,-69,0,0,79,99,0,89,0,-100,18,0,1,0,-77,-46,-22,-25,0,100,0,0
100,-46,100,100,-51,-84,100,0,-9,0,65,1,0,-11,0,0,100,-52,-29,0,0,-40,-32,-30,0,0,-99,-87,0
-13,0,100,-45,0,0,-100,0,-43,0,-43,100,100,-100,0,44,1,-100,0,1,-63,0,0,-72,100,0,-84,-19,0
100,0,0,-55,-35,0,1,0,0,0,-22,-52,0,100,-80,-44,0,0,-52,0,100,-1,0,-76,78,0,-32,1,0
-29,100,0,0,-14,-67,94,0,1,0,0,-100,0,-87,0,0,-100,-24,-100,0,0,0,100,82,62,0,-21,-1,0
-61,0,100,0,0,100,-92,0,-1,0,0,-100,0,-11,-100,100,-1,100,0,2,51,0,-100,100,-100,0,1,0,0
-38,0,-100,0,75,-77,-3,4,0,0,0,100,-93,0,-70,-100,88,63,-60,-4,-77,0,64,100,40,0,-1,68,87
22,-100,6,0,-75,69,0,29,24,0,0,-100,-52,100,22,0,-88,-100,86,0,7,0,100,-25,21,3,0,-17,-87
48,100,-86,0,51,0,0,-33,100,0,0,79,-33,87,0,44,100,-63,-95,0,-5,91,-8,-26,-59,-3,0,72,61
-89,100,100,0,-51,-46,68,0,-26,0,0,0,62,2,0,83,-100,0,0,0,0,-53,62,-100,12,0,0,-13,-61
-40,0,-74,0,0,0,0,0,-98,100,0,23,-100,1,100,1,0,0,-50,0,-54,0,0,100,0,0,100,-100,0
0,-60,100,82,100,72,-68,0,0,-100,0,0,0,-83,-73,4,0,0,0,0,100,-38,100,0,-100,0,-3,-10,0
0,-100,-9,100,0,-100,0,0,0,0,0,73,0,0,-15,-59,0,1,0,0,100,0,-100,1,0,0,100,0,0
0,0,-100,-32,100,0,0,0,0,0,0,-41,-100,-100,0,0,0,-1,0,100,-10,0,0,-100,95,0,46,0,0
0,-40,100,100,0,-18,2,0,0,0,0,0,-100,0,100,0,0,0,0,-100,0,0,-54,-100,10,0,-100,0,0
39,0,82,38,-45,54,-2,0,0,0,0,-100,53,-67,-70,82,0,12,0,0,67,0,30,-32,-100,47,-83,2,0
-39,0,100,0,-100,-34,0,0,0,100,0,-100,-100,-100,-31,100,1,0,100,0,-86,0,-40,92,0,30,-39,100,0
0,0,0,0,-55,0,0,0,63,-4,0,0,0,-44,0,-100,-1,-12,-10,0,-36,0,100,0,-11,100,0,1,0
0,0,-59,100,0,-20,0,0,0,100,0,0,100,0,9,-54,1,0,-90,100,0,0,-13,0,-43,-100,0,0,0
0,0,100,-68,0,14,0,0,-63,0,0,0,0,0,0,0,100,0,0,-79,100,0,0,0,0,-77,0,-76,0
0,0,0,0,0,-14,0,0,0,-7,0,0,0,0,-84,0,-66,0,0,0,-16,0,-100,26,100,0,-21,-27,0
0,0,-100,-7,0,0,0,0,0,-80,71,100,60,-48,82,-6,31,0,0,-21,-13,63,-100,0,-69,89,0,0,0
1,100,0,-85,0,0,0,0,100,-33,-30,0,0,0,-9,-5,-66,0,0,85,-24,-62,0,-100,31,100,0,0,0
-1,0,100,0,0,0,0,0,-58,-24,0,-100,0,0,-66,1,0,0,0,-85,40,0,-41,-18,100,0,1,0,0
0,3,-38,-100,0,0,5,0,3,37,-41,-7,-26,100,-58,-44,0,0,100,23,0,21,100,0,43,-100,31,0,0
0,-100,-64,0,0,0,-5,0,100,-29,0,-71,89,1,0,-47,0,100,-100,-23,0,0,0,100,0,100,100,0,0
0,-3,100,0,0,0,100,1,100,-18,0,-100,-100,100,0,0,0,0,0,0,0,-22,0,-100,0,34,-100,0,100
0,0,0,-9,0,0,0,-1,100,-42,0,100,-100,-85,0,0,0,-100,3,0,-62,0,0,0,0,100,-32,2,94
0,100,0,-67,0,0,100,0,0,0,0,55,0,-100,0,0,0,0,-3,0,0,0,0,0,-11,0,0,0,-100
0,-82,-48,0,0,0,0,0,-100,0,0,-37,0,100,100,1,0,0,0,0,0,0,-100,0,49,100,0,-1,-5
0,-18,100,-17,0,0,-100,0,-61,0,0,100,-100,-5,100,0,0,0,0,0,-94,1,0,0,-20,77,0,-1,0
0,100,-100,0,0,0,-23,0,0,0,0,-30,0,0,-43,-1,0,0,0,0,-36,0,0,1,0,96,0,0,-7
100,-100,-100,100,0,0,0,0,0,0,0,0,1,1,-100,0,0,0,0,0,0,-1,0,0,46,-5,0,0,0
-100,0,-1,-71,90,100,-76,0,-100,0,92,-100,-100,-77,-86,100,0,0,0,0,56,0,0,-1,0,0,0,0,0
0,28,1,-41,-48,-16,0,0,0,0,-3,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
100,-28,0,-23,0,0,-1,0,0,0,-30,0,-73,1,-78,0,0,100,100,0,-13,0,77,0,-16,-52,0,0,-16
2,0,100,0,-42,-49,100,0,0,69,-6,-53,0,-43,-6,-100,0,0,-39,100,-100,0,-7,0,100,-27,0,0,0
-96,49,-75,0,6,-35,-13,0,-84,-69,31,-100,70,-17,-100,82,0,81,-61,45,100,0,-70,0,-100,-100,100,0,29
100,-49,100,0,99,100,35,0,97,68,-40,95,100,-44,87,34,0,-74,0,100,-86,0,27,0,5,-77,98,52,-95
-100,57,49,0,81,-90,100,0,36,-40,-44,26,100,62,96,-100,18,21,52,-52,-65,0,79,0,-100,-35,-14,-52,0
-6,0,68,0,70,85,0,0,-40,5,0,100,100,3,-100,-16,-18,-100,0,-61,0,0,100,100,0,-36,0,0,0
33,-57,-28,48,100,100,-100,92,-93,-33,12,96,-100,-21,-29,16,0,-28,71,87,-18,0,37,-61,-100,17,72,0,24
-33,0,97,-48,-45,0,1,-92,79,0,-12,63,100,-80,-74,1,86,0,-91,-85,0,0,0,0,34,-35,-63,0,76
0,0,0,0,-39,0,-100,0,0,0,68,0,0,0,-15,0,-33,0,0,0,0,0,0,1,0,-17,1,0,-7
0,0,0,100,0,0,-23,100,0,0,0,-21,-53,0,-100,0,2,0,97,-92,0,0,-5,100,0,-64,0,0,-93
0,100,100,0,100,-100,0,0,7,0,0,0,1,0,100,-17,-55,0,-100,-42,0,0,0,0,0,-100,-10,0,0
65,-100,64,-20,-69,100,100,-100,67,0,-4,-80,-8,100,100,39,32,0,-29,0,0,0,17,-34,-100,-14,27,0,0
43,0,38,-80,10,100,-100,0,-94,0,-64,-4,100,12,-37,-39,100,0,0,0,0,0,-23,-100,-49,-100,35,0,0
-100,0,-100,0,0,-10,0,0,92,100,0,100,-68,0,100,0,0,68,0,0,100,0,100,-6,-14,-35,100,0,0
0,100,100,0,-100,-38,0,0,0,0,0,-100,-52,100,-62,44,-62,-68,0,97,100,0,0,0,0,0,2,0,0
-8,100,-27,0,67,-25,1,0,-100,0,0,0,-100,-100,100,0,-70,0,0,0,-100,100,100,0,0,-16,100,0,0
0,0,-100,34,-100,100,-1,0,-51,-52,79,100,65,-100,-100,0,0,0,0,-97,-26,-7,0,100,-49,0,-47,80,100
0,-100,-100,-34,-100,-15,86,0,0,-48,-12,-100,42,100,100,-44,0,0,0,94,100,-93,100,7,0,0,100,-80,0
0,100,-100,30,62,10,-15,0,100,0,64,-55,-84,100,-100,0,0,0,100,57,-100,2,26,100,59,4,-60,0,-100
0,0,0,-30,-86,0,1,0,0,0,0,-3,0,-41,0,0,0,0,-23,0,-5,0,91,100,0,-4,100,0,0
0,100,0,100,100,-59,2,0,0,0,-39,100,0,-9,0,0,0,89,-77,-70,0,-2,-100,-100,-59,0,-100,0,0
0,-100,0,-100,-100,-91,-51,100,-42,0,100,-100,100,100,-65,0,100,32,0,88,-69,0,0,-17,100,100,-83,0,100
0,-100,100,0,100,35,-23,-100,-51,0,-61,-5,-61,0,0,100,-100,100,0,3,0,0,-100,79,-16,-90,88,0,93
0,12,0,0,100,-2,0,91,100,0,-18,100,100,-76,-27,-100,0,0,0,-41,0,0,-19,-12,-80,0,2,0,-100
0,-100,-100,0,0,-84,0,29,0,0,-100,-100,-23,100,100,45,0,68,100,-13,100,0,-100,100,0,81,58,0,17
0,-12,-64,0,7,76,35,49,-83,0,-13,0,-100,100,-56,-45,0,40,-13,100,-100,80,88,-100,83,43,-98,0,-40
87,0,62,0,0,0,100,-47,50,69,0,-100,100,38,-100,0,56,47,39,-100,0,-33,-100,-100,-87,86,-100,5,32
0,86,-100,0,-100,100,100,-23,-31,-69,0,-28,0,100,-4,0,-3,0,0,-91,0,100,-26,92,0,39,0,3,-42
-83,-2,100,0,100,-67,-2,-99,100,100,0,-100,-50,0,-62,0,0,0,32,-27,0,-100,-100,0,100,-100,-100,-8,0
0,0,0,0,-8,-61,-46,0,0,0,0,0,100,62,0,0,-53,0,0,0,0,100,0,0,-36,-18,-51,0,100
-4,-6,44,36,-12,-30,-34,0,-100,-100,0,-100,-63,100,39,0,0,-82,-100,51,0,-100,39,100,-64,100,7,0,-100
0,-26,-23,-36,-2,84,-47,0,100,0,0,-38,-59,99,96,0,100,-83,-43,-39,100,86,-32,-100,100,100,100,92,75
0,100,-90,0,-19,0,-37,0,-100,0,0,25,0,0,0,0,-77,0,0,-12,-2,0,0,100,0,0,1,-82,100
0,0,-20,0,0,0,0,0,0,0,0,0,0,0,100,0,3,-61,0,0,0,35,0,0,0,0,-59,-10,0
0,-76,0,0,0,0,-69,0,-43,0,0,-1,100,0,0,0,-13,100,-15,0,100,0,-39,-100,-51,80,0,0,-100
0,-76,-100,0,-23,-44,0,0,0,100,0,0,0,-63,-63,0,-13,0,0,0,-17,0,0,0,85,-19,100,0,-50
