AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
84,33,-35,0,100,10,2,-100,-87,0,100,-100,54,45,10,64,-21,57,-25,39,3,100,-56,69,0,-100,100,57,-27
-100,55,-78,0,-100,50,-70,-7,-11,0,-100,19,-100,12,-91,41,23,-57,100,-22,-100,19,60,-17,30,-36,65,55,10
58,-100,90,40,91,-65,100,-6,-7,0,-41,23,-100,79,55,100,20,22,-77,-14,100,-24,62,75,80,-94,15,-100,100
6,72,-100,-40,97,0,14,-37,50,0,-55,-16,-100,14,100,9,-49,-15,22,-100,-84,0,-30,100,38,-83,-45,74,-61
-9,19,100,37,29,0,4,49,30,100,-4,-57,14,100,36,-100,28,100,-72,-6,-100,41,27,-50,-100,-70,13,-86,-43
4,76,-100,-37,-100,9,100,-23,38,-100,0,27,100,96,-100,20,21,-36,0,100,12,48,-100,100,18,-21,-48,100,-13
6,100,23,0,-54,-9,6,-59,-100,8,0,-100,100,-100,3,100,100,-71,34,18,96,-100,13,74,-29,-2,-100,-1,-21
73,-100,51,0,-73,0,2,0,-18,-8,98,100,2,95,-27,100,76,7,-14,-27,17,91,-25,2,7,0,-100,100,0
97,18,25,0,-100,0,-15,0,0,100,-98,-38,-100,-100,-100,-77,78,-7,-20,-8,-69,-100,100,-100,-44,0,100,-26,0
-7,100,-100,0,30,0,5,0,0,-15,93,-33,-100,-70,26,44,46,0,0,-9,73,100,100,5,92,0,29,-74,0
-74,100,-100,0,-48,0,0,0,0,-1,0,0,-56,4,0,0,0,0,0,0,100,0,-56,-78,0,93,0,-22,100
7,-17,100,0,0,0,-72,41,0,-84,-13,-42,0,-100,-25,-100,-80,0,46,-86,37,49,100,100,-92,-57,13,-77,-100
34,-33,-92,0,0,0,-100,-41,100,100,-80,-16,86,-35,100,-100,-100,0,-46,-55,-79,-100,-100,100,0,-36,-26,0,67
28,100,83,0,0,88,-44,0,-100,56,100,100,0,61,0,-33,-42,0,0,83,62,-100,86,-44,0,0,-100,0,-15
-83,-53,0,0,100,-85,0,0,0,-100,0,0,0,-100,100,-21,0,0,0,100,100,0,3,-86,62,0,-20,0,-52
-100,-100,-54,0,100,6,0,43,99,-56,0,-51,58,100,-51,8,-88,0,34,-12,50,-66,9,-55,30,25,-94,0,53
89,0,-42,100,-100,0,0,0,0,0,-41,12,100,2,-100,100,100,0,-34,-25,100,-6,-100,-19,0,0,100,0,-53
-100,-14,100,100,-67,0,2,-43,-57,0,-59,-86,100,92,0,100,-100,0,0,-56,0,100,100,11,-28,-25,85,69,64
-26,0,0,-24,-33,-9,0,0,-42,0,0,0,-84,2,0,0,-39,0,0,0,0,-7,1,-73,48,100,100,0,0
0,0,100,-62,0,100,0,0,79,0,0,0,-100,-100,100,-100,0,0,0,0,0,0,0,0,0,-58,-100,0,-58
100,-12,56,0,0,0,0,0,1,0,0,0,-13,100,0,-38,0,0,0,0,0,0,-79,0,0,-42,-40,-11,0
-57,-100,-6,-64,0,0,0,0,0,0,0,0,0,-100,-60,0,0,0,0,-66,0,0,0,68,100,0,100,0,-6
-23,-100,-5,-50,0,-3,-2,94,-49,0,60,100,-100,-100,-52,-95,100,0,0,-60,60,-12,100,-25,-78,66,-44,51,100
0,100,100,0,14,-28,0,-48,-31,0,0,-100,54,0,0,-59,52,0,0,0,-69,-37,-100,-30,100,-66,2,-11,100
-81,0,0,0,0,59,0,-46,0,0,0,100,0,-100,-100,0,3,0,0,0,100,-44,-100,0,-19,100,100,-57,-100
0,0,0,100,46,0,0,0,0,0,0,0,0,0,100,-31,0,0,0,0,100,0,0,0,-100,-50,3,-26,-60
0,0,0,-100,0,0,0,0,0,0,-60,-55,-100,0,100,0,-100,0,100,0,-83,0,0,0,71,100,-36,-15,0
0,-11,-100,0,0,-37,0,0,100,100,0,0,19,-7,-28,0,0,0,0,0,0,0,0,-36,0,0,-4,0,-40
0,0,74,0,0,0,0,0,-14,0,0,-36,0,-90,100,0,-55,0,-100,0,0,100,-70,0,0,0,-53,0,0
0,-50,-18,0,-28,0,0,100,0,-67,0,0,100,0,0,100,0,0,0,0,-100,0,41,-49,100,-100,0,0,0
0,-100,-100,100,-32,-91,100,68,-86,7,1,100,12,-51,17,-73,0,38,23,0,-100,-87,80,-100,55,4,10,0,14
0,0,-100,-5,96,0,-33,-100,0,-40,0,100,-86,100,0,0,0,95,100,0,91,-13,0,-31,0,-54,2,0,-4
45,17,-47,35,-96,0,-43,-68,0,3,-1,15,86,100,100,-19,100,36,100,0,-55,0,-46,100,-100,0,84,67,-10
-45,100,0,0,0,100,0,90,0,0,0,88,0,1,2,-8,-100,-100,-85,0,-100,84,-74,-92,32,100,-72,0,0
0,-100,100,74,0,0,0,-23,0,-3,0,0,-48,-47,100,0,0,-25,0,0,0,-84,-100,-19,0,100,100,-67,0
0,-56,0,100,0,0,2,-51,0,0,0,-12,-84,-21,-23,100,0,-40,0,100,0,0,100,0,-49,75,100,0,0
0,-49,0,0,0,0,-26,0,0,83,0,0,0,100,100,0,2,-4,-100,100,-100,0,0,0,0,-24,-10,100,0
0,0,100,96,46,0,0,0,0,-83,0,100,0,2,100,-100,100,0,0,-72,-45,0,-35,0,-100,100,100,0,0
0,100,100,100,0,100,0,-14,0,0,56,0,0,3,0,0,100,0,-38,0,-100,0,100,0,-100,-100,-100,-100,0
0,-84,100,0,0,-48,0,-2,0,0,0,0,0,-83,100,0,-100,0,0,0,-80,1,77,100,0,0,-100,0,0
0,-100,100,-15,-46,0,0,0,0,0,0,0,71,2,100,0,0,100,0,-100,0,0,0,0,-4,-94,-55,0,0
0,-62,-20,100,0,60,2,0,0,0,-56,100,-71,-60,0,55,-30,79,0,43,-30,100,-4,-86,-1,-100,100,0,16
0,0,0,-53,0,0,-2,0,100,0,0,-100,35,-95,100,0,-72,0,0,1,0,0,-24,100,0,-19,-100,0,-16
0,0,0,0,54,0,0,0,-15,0,0,0,-35,1,0,-21,0,-100,0,1,-3,-22,0,-100,100,-38,0,0,0
0,0,-100,-4,0,-36,0,0,0,100,0,-26,0,0,100,-34,0,-41,99,0,0,0,-100,-14,0,0,-32,0,0
0,0,5,-55,0,100,0,0,-5,0,0,-100,0,1,0,0,1,0,100,0,0,-54,-100,100,0,0,0,0,0
0,0,-21,-100,-54,-23,0,100,-80,0,0,99,1,-81,-100,0,-1,-32,0,100,100,0,0,-9,3,0,1,0,0
0,0,0,-55,0,0,0,-3,0,-28,70,0,-1,-54,-69,0,0,100,0,-48,100,-25,-10,0,-65,0,2,0,0
0,0,100,0,0,-100,0,0,0,-72,-70,-36,0,-11,100,0,0,-37,0,0,0,0,1,0,50,100,-46,0,0
0,0,-100,95,0,-66,0,-97,0,0,0,100,100,-46,0,100,0,-69,-100,-10,56,0,-57,100,0,-14,-17,1,0
0,100,100,0,0,-84,0,100,0,0,0,-100,1,0,0,-4,0,0,-99,-71,0,0,0,-23,-1,11,0,-1,0
0,-65,-100,-100,0,-3,21,1,0,0,0,38,-52,-87,-31,33,29,41,55,-44,100,17,-6,45,-50,52,19,0,0
56,-35,100,0,100,0,-21,-100,0,100,0,0,-44,2,-37,-9,-29,-41,0,0,0,100,-54,-100,0,0,0,0,0
-56,0,0,0,-100,0,0,-1,52,-51,0,100,100,-89,-45,0,0,0,-55,0,0,-63,0,-100,100,-18,100,0,0
69,0,-67,0,0,0,0,46,-52,-49,0,-66,-100,100,100,0,0,0,0,0,61,-51,1,100,-100,85,100,87,99
-69,100,100,-100,100,0,0,-46,0,0,100,0,0,0,-56,-98,0,0,0,0,-100,0,30,-100,-56,90,-13,-29,91
0,1,-52,100,-30,0,0,0,98,0,-69,77,100,-2,-89,-18,0,0,0,0,-48,1,-31,92,54,-100,-24,-20,-23
0,-29,0,0,-70,0,0,0,0,0,-31,0,-100,0,0,-4,0,100,0,0,-56,0,2,-10,19,100,-98,-38,100
65,100,-100,0,0,0,0,0,-84,0,0,0,-5,2,100,100,100,-44,0,0,0,-4,-2,0,-73,-4,-26,100,0
0,-100,100,-80,0,0,100,32,-14,0,0,0,0,-100,100,0,-11,100,0,0,0,0,0,0,0,-27,-100,-100,-100
0,0,-72,-100,0,0,-23,-25,0,0,0,-13,0,100,-100,0,-89,100,0,1,-100,0,0,89,100,-23,100,0,-100
-65,-10,-4,-83,0,0,-60,100,0,0,0,93,100,-58,-44,-15,0,0,0,2,-99,0,0,-97,90,0,-88,0,-67
0,40,-20,80,0,100,56,-100,0,0,0,-100,-100,-100,26,-85,51,4,40,-3,26,0,0,-87,-64,-95,-100,100,0
0,100,47,-7,17,-16,18,-7,30,0,34,-100,100,52,19,11,43,46,50,0,-95,0,21,0,-80,-100,25,-35,0
0,-2,100,-26,-17,64,-91,0,100,12,69,-100,100,62,-100,-11,-46,23,17,60,-40,85,37,100,-46,3,54,-65,0
0,85,-78,100,100,-65,0,0,100,-12,0,-13,-6,100,100,0,-48,100,-100,-60,-25,7,-5,0,0,0,-41,0,0
0,-90,100,22,-59,-10,2,85,-48,0,-46,-78,0,-100,100,100,0,-100,-7,0,100,-2,-50,95,0,0,0,0,0
0,-29,100,-41,100,0,-2,-39,-16,83,-57,-100,0,0,0,0,0,-83,0,0,0,-32,100,-100,0,100,-28,1,0
0,-100,0,0,0,-28,0,-46,0,100,100,0,-100,96,0,0,0,42,0,0,-58,0,0,100,0,-100,-100,1,0
0,0,0,-100,0,-18,0,0,0,0,0,0,-16,-69,100,0,0,-17,0,0,0,0,-33,0,63,-60,-88,0,0
0,100,0,-78,0,0,0,0,0,-100,-26,-7,100,94,-100,100,0,79,0,0,-1,-50,100,-60,-23,62,-100,0,0
0,48,0,0,-100,0,4,0,-100,0,-74,100,100,0,-85,0,0,-100,0,0,-100,-8,-78,100,100,100,-15,-2,0
0,-100,-17,0,-41,100,-4,0,0,-83,0,-100,100,100,-68,100,3,74,0,0,0,0,100,-100,100,-100,0,0,0
0,-100,100,0,0,-4,0,87,-66,0,0,100,-55,-30,-100,100,-3,-30,0,100,72,0,14,-16,-19,-53,-85,0,0
0,-14,87,76,100,38,70,-87,0,0,0,-93,-33,-31,100,100,0,-100,100,-76,-40,100,-100,-100,-41,55,9,0,1
0,0,0,-40,100,0,0,0,2,0,0,-75,100,-47,100,-5,0,16,0,-24,0,100,0,0,-60,0,0,0,-1
0,0,100,0,0,0,-70,0,-2,0,65,0,-100,0,100,0,0,0,0,1,-70,-100,-59,100,0,-64,-11,0,0
100,0,0,100,-100,-31,0,0,0,94,0,0,-23,0,100,99,0,-55,-100,0,0,-19,-47,0,-67,0,-12,0,100
100,0,80,35,-77,-81,98,0,23,56,24,0,-100,100,-19,-28,0,-93,13,-1,68,84,0,-100,5,0,-14,0,-58
-35,0,43,100,84,93,-18,0,0,0,-89,0,-61,100,0,100,58,-62,-13,0,-67,-59,0,0,0,0,0,3,88
-89,100,0,-100,-100,0,100,0,100,0,0,0,-16,2,0,-6,0,0,0,33,0,0,100,-19,0,0,-44,-3,-18
95,-20,-100,-100,-7,100,-76,53,-100,-100,0,100,-90,-100,100,-44,-30,0,58,-27,-1,-52,100,0,13,0,-100,100,49
-92,-80,-43,0,0,100,-100,-53,-23,0,0,0,0,0,-100,-12,-24,0,0,1,0,-25,0,71,100,0,-21,-100,0
87,100,63,-15,72,-100,29,0,100,-47,0,-100,0,-100,-100,-14,-4,0,30,27,0,77,-28,100,-100,0,9,0,-90
-19,67,-100,-56,-50,-100,-33,100,-60,-3,0,44,1,92,70,59,0,0,-62,-34,0,81,-100,-59,-66,0,12,69,-71
7,-46,57,100,-22,-99,73,-36,100,0,63,40,89,100,45,7,98,0,-26,41,0,85,-72,100,37,17,65,-47,0
-95,0,-100,-100,0,0,-35,-20,100,100,-38,-6,0,100,100,100,-7,0,100,100,10,0,0,-23,-42,-17,0,-22,0
78,-100,-86,0,0,74,-38,-15,46,-100,100,-78,36,100,-30,70,-91,26,-100,33,41,-100,0,-79,28,28,88,20,87
-25,100,62,0,0,0,0,0,-100,100,-76,0,-57,-100,100,-64,0,-26,0,-71,0,-9,0,-6,0,0,2,-20,-87
-5,60,100,0,100,-68,0,-29,-16,-4,-49,85,-69,2,-15,-24,0,0,0,0,-1,-82,0,100,-28,-28,-14,0,0
-100,0,-100,0,-38,1,0,0,0,0,0,-5,1,0,-47,100,0,100,0,-6,-10,-81,0,0,47,0,-100,0,0
-7,-80,-4,59,0,0,0,0,1,-64,0,-18,100,0,0,100,0,-100,0,100,0,58,100,0,0,28,-30,0,0
0,-100,0,100,-62,-50,0,0,63,-32,0,-62,-96,-100,100,-10,0,100,100,0,0,-43,0,100,0,-28,-93,100,0
0,0,0,-100,100,0,0,81,86,0,0,0,0,-24,-100,89,0,-47,100,0,-40,0,-39,-86,0,33,3,-100,100
0,-1,-19,0,64,0,0,-58,-100,0,0,0,-5,-100,0,1,0,-37,0,0,0,-15,0,0,0,100,-3,100,0
0,0,-8,-59,-100,0,0,-23,-65,100,0,0,36,100,-45,-100,0,-16,61,23,100,0,100,-68,-47,61,0,-19,-95
1,0,100,100,-64,0,100,0,100,-100,0,99,100,-41,0,0,0,0,-100,0,-18,0,-100,0,0,-26,0,0,100
-1,0,-66,100,0,0,-51,0,0,0,0,-75,57,100,-19,-51,70,0,24,73,0,0,-29,-100,0,100,100,2,-100
0,0,0,0,0,0,0,0,-100,100,94,-5,0,6,0,0,0,0,100,-95,-80,0,-32,-50,0,-74,-100,0,0
0,0,-33,-100,0,0,-49,0,0,-98,0,-19,-100,0,0,-83,-70,0,86,100,0,0,0,100,100,0,0,-83,-5
0,0,100,100,0,0,0,100,0,0,0,0,1,0,0,-100,0,0,0,0,0,0,0,-83,0,-100,0,2,0
0,0,-3,-100,0,0,0,-72,-100,-2,-94,0,-94,0,100,0,100,0,-100,100,100,0,0,71,0,100,1,-2,0
100,0,-67,-4,0,100,0,0,0,0,0,0,0,-100,-100,-100,-61,0,-15,0,29,0,0,-88,0,100,-1,0,0
-87,0,100,-96,0,-100,100,-28,100,0,0,0,100,6,-86,-24,-39,0,-100,-3,0,0,0,0,39,100,0,0,0
-13,0,-45,0,0,0,-80,0,-100,0,0,100,-48,100,-38,-21,0,0,87,0,0,0,0,100,-31,0,100,0,0
0,0,0,0,0,0,-20,0,-55,0,0,-100,0,94,100,-14,0,0,0,72,96,76,0,100,-100,1,-26,100,0
0,0,0,0,0,0,1,0,0,0,0,0,2,-22,0,-74,0,0,-81,-100,0,-55,0,0,95,-81,100,-100,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,-28,0,0,-96,0,0
0,0,0,0,0,0,-1,0,0,0,0,0,-19,3,-75,100,0,0,-18,0,30,0,0,-68,0,0,-78,0,96
42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-41,0,0,0,0,0,-21,0,0,0,0,0,0,0
-42,0,0,0,0,100,0,0,0,0,0,0,77,-39,0,100,0,0,-43,-100,-73,100,40,0,-73,46,0,66,100
0,0,0,0,0,0,0,0,0,0,0,0,92,1,0,-23,0,0,0,0,0,-46,0,-25,0,0,0,0,0
100,0,-2,100,0,-17,0,0,0,95,0,0,-44,1,-78,-69,0,0,0,-100,0,0,-12,-79,0,0,0,0,-100
-100,0,0,-100,0,0,0,0,0,0,0,0,0,-100,100,-100,0,0,100,-100,0,-1,-6,0,55,0,0,-37,0
100,0,100,23,0,-83,0,0,0,-95,0,0,70,-100,15,-47,0,15,3,-67,-32,76,-22,0,-85,100,0,-1,-54
0,93,-42,-23,75,25,0,0,0,0,0,61,-96,86,-100,-8,0,0,15,0,-2,100,18,47,0,0,69,-28,24
-16,-9,-100,0,0,0,0,0,0,0,100,100,-68,0,-100,0,0,-9,0,0,49,-100,100,-47,0,-53,-21,0,0
-84,-25,-31,0,-75,30,9,65,0,88,-100,-9,-66,100,42,2,0,-6,-100,0,100,-64,-100,0,0,100,-8,0,9
0,-59,-23,0,0,42,-9,-36,0,59,0,-80,0,-44,-100,0,0,97,0,0,0,-65,65,0,73,-100,-40,0,-13
0,0,0,61,0,84,0,-29,0,-100,0,100,0,0,35,0,0,0,100,71,-9,0,-51,0,0,-100,0,0,-13
0,0,44,81,77,-47,0,0,0,-47,0,-100,0,-78,99,-47,90,35,-71,-18,40,0,-16,0,-73,5,0,0,-49
0,0,-100,-100,49,-88,0,0,14,0,100,58,69,29,-46,67,-55,-100,-100,100,-17,0,-16,0,100,-100,0,0,0
0,0,-100,30,6,22,100,0,-5,0,-11,37,-69,61,86,-90,-8,-32,-41,39,-100,0,0,0,-78,45,100,0,0
40,0,100,-72,-100,-67,-98,0,-9,0,-74,-49,100,15,92,-100,53,39,-7,-83,-18,75,100,35,30,-100,-100,39,99
37,100,-73,0,-32,-1,97,0,100,0,-15,0,0,100,100,71,58,0,0,-100,-81,100,-4,0,100,100,0,2,-55
-77,-100,0,0,0,0,2,0,-100,0,0,0,-41,100,-67,90,0,-39,0,100,40,-29,100,-17,0,100,0,-31,100
0,0,0,0,0,0,9,0,0,0,0,0,-59,1,100,-65,0,0,0,0,0,-100,-100,0,68,-62,0,0,0
0,0,-43,100,0,0,-94,0,0,0,100,0,0,100,100,-100,0,0,0,-54,-60,-46,0,100,-66,-11,2,-10,27
0,0,-2,0,0,0,100,0,0,0,99,-11,0,0,100,0,69,0,0,-55,0,0,-27,96,-100,0,100,0,-79
0,0,0,100,0,0,-44,0,0,0,-69,0,86,-100,-7,80,-11,100,4,0,0,0,-14,-100,-8,-17,1,100,-92
0,0,-100,0,0,0,-62,0,100,0,100,-67,2,-100,0,-18,-100,0,0,0,-34,0,0,100,12,-27,-100,-100,0
0,0,100,100,0,0,-10,0,-100,0,-22,0,-63,-100,1,-35,-69,70,-4,0,100,0,0,0,-58,-34,-3,0,0
0,100,100,-100,0,0,0,0,0,0,-100,-24,-25,-100,0,100,0,0,0,0,-36,0,80,100,0,-66,0,1,0
0,81,100,0,0,100,0,1,0,0,-100,-16,0,1,0,0,-2,-12,0,0,0,0,0,-100,0,0,1,0,0
0,0,0,-34,0,-100,0,100,0,0,99,0,0,-100,0,-26,100,-89,0,0,0,100,-82,0,0,0,-1,-1,0
0,0,0,-77,100,0,0,-100,0,58,0,0,0,-56,0,-18,100,-69,0,100,0,0,0,0,0,-17,0,0,0
0,-100,-100,-87,100,80,0,-1,0,-58,42,0,0,100,85,0,-100,0,92,0,0,-77,100,100,0,-100,100,0,0
0,-40,100,100,-92,-80,62,0,0,49,-81,0,0,60,-98,-94,-49,0,0,59,80,-8,78,-100,31,1,100,0,0
0,0,-100,-58,-100,0,0,0,0,-49,-34,0,0,100,100,-22,100,0,-32,100,-69,-15,0,100,53,0,3,0,100
0,-7,100,-40,-8,0,-45,0,0,0,35,0,65,82,-100,17,-100,0,-15,100,91,0,30,-100,-84,-24,17,3,28
0,-34,83,-4,0,0,-17,0,0,100,0,0,14,0,0,-48,-76,0,-45,0,100,0,-100,-8,0,0,100,0,-100
0,0,-43,0,0,0,2,0,0,0,72,0,1,0,0,-100,0,0,100,0,-40,0,0,0,0,0,0,-3,-28
0,0,100,0,0,0,-2,0,0,0,0,0,0,100,0,0,0,9,1,0,0,0,-28,-100,0,0,0,3,0
0,100,0,0,0,0,1,0,0,-73,-17,0,-80,-24,0,-27,0,0,-8,0,-39,0,0,1,17,100,0,-3,0
0,-100,-76,0,0,0,-1,0,0,0,0,100,1,0,0,1,0,-7,100,-83,100,0,-100,0,48,-97,-100,0,0
0,26,0,0,0,0,0,0,0,-7,-26,100,-1,2,-70,0,0,0,0,-68,0,0,-33,-92,0,100,100,0,0
0,100,11,0,100,0,0,0,0,0,0,-14,0,-15,0,-1,0,-2,1,-100,0,0,0,100,-65,-83,97,0,0
0,0,100,0,-100,0,2,0,0,-1,-36,0,0,100,-16,0,0,0,33,0,0,0,0,100,0,-15,-92,0,0
0,0,0,0,0,0,0,0,0,-19,0,0,0,-100,92,0,0,0,-62,-2,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,-2,0,0,0,-53,0,0,-100,-39,0,1,0,0,-14,82,0,0,-55,0,0,-10,0,0
100,-84,0,0,0,0,0,0,100,0,-9,0,100,-34,0,30,-1,0,0,-92,-13,0,100,-100,0,0,-84,0,0
-100,100,70,100,0,0,100,0,100,3,66,-55,-100,100,-100,-14,0,0,0,0,-56,0,-6,-60,0,-5,-100,6,0
-23,-61,-4,-100,0,100,-40,0,0,0,-66,-100,0,-100,100,0,52,0,0,0,100,0,100,0,0,0,0,0,0
-77,0,100,0,0,100,0,0,0,-3,0,-31,0,-30,-100,100,-52,0,100,0,0,0,-100,0,0,13,-100,-6,0
0,-63,84,0,0,-21,-60,0,-55,0,0,0,100,0,-1,1,0,1,-100,1,-45,0,-34,88,27,-13,-31,100,0
0,100,-33,0,0,-100,0,0,1,1,0,0,-99,-100,84,-58,100,-1,-90,0,100,0,-60,-88,1,0,0,95,0
0,0,0,0,100,0,0,0,0,-1,0,0,0,2,0,-59,-100,0,-75,-1,9,0,0,0,0,0,0,0,0
0,0,100,0,-100,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,-100,0,0,0,-28,0,2,0,100
0,0,100,0,0,-79,0,0,-85,0,0,0,-100,2,100,0,0,0,0,0,0,0,0,0,2,0,0,0,0
100,-12,0,0,35,0,0,0,0,0,0,0,-1,-100,-7,0,0,0,1,0,-58,0,0,0,0,0,-2,0,0
-100,0,2,0,-35,0,1,0,0,0,0,0,0,-93,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100
0,-41,-32,0,0,0,0,0,-61,0,0,0,0,100,95,0,100,0,0,-77,-100,0,3,0,53,0,0,-3,0
0,-65,-76,0,0,0,-1,0,0,0,0,0,100,100,1,0,0,1,-1,-23,-75,92,-3,0,77,0,0,-100,-100
0,0,0,0,0,35,0,0,0,0,0,0,0,3,0,100,-100,0,0,0,0,-92,0,0,0,0,0,0,-31
0,0,100,0,0,0,100,0,0,0,0,0,-100,7,100,-89,0,-1,0,0,0,0,0,0,0,0,0,-92,-61
0,0,0,0,19,-32,0,0,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,0,0,-36,0,0,0,100
