AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
-52,0,44,0,-100,100,100,-96,0,-33,0,0,0,0,-88,100,0,-35,0,-25,100,0,100,0,0,0,-1,0,-100
0,0,0,100,0,54,0,0,0,0,0,0,0,-100,100,-92,0,-20,0,1,0,100,-100,0,0,-100,0,-100,0
0,0,0,-33,-100,-60,100,0,0,0,66,0,1,0,100,-6,0,100,0,-1,-100,0,0,0,0,0,100,0,-9
100,0,0,-73,-66,0,0,0,0,0,-66,0,-1,100,0,36,0,0,0,1,0,0,0,100,0,100,-100,0,-25
100,0,-100,0,0,-100,100,92,100,45,0,0,100,0,0,-19,0,-31,0,0,0,-22,0,-68,0,-100,2,-100,100
0,100,-5,-100,0,-77,-14,77,0,0,100,100,-100,-65,-100,100,0,0,0,-1,0,0,0,-32,0,-94,-2,0,-15
-57,0,-100,0,-49,0,0,-16,0,100,0,69,0,0,-100,-100,4,0,100,0,0,100,-100,0,0,0,0,-59,0
-79,0,0,100,0,-100,-48,0,100,0,-13,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40
-100,87,-100,-43,-47,-20,100,-87,-63,-74,36,-9,0,-100,6,-100,100,-57,62,100,0,58,-100,0,0,34,0,-38,-78
17,-100,100,100,0,0,-55,-66,100,0,0,-100,0,-8,-100,-47,0,-43,97,-100,100,100,0,0,100,100,0,0,0
100,-87,-100,100,100,0,-100,0,-15,-71,-27,26,0,-60,-22,-55,-100,100,21,19,-74,100,47,0,-100,-100,0,0,-100
100,0,51,39,-100,100,-41,100,-80,52,0,36,60,97,-100,8,-67,100,14,100,-26,-100,-100,25,43,-34,30,16,100
1,0,-19,0,100,82,1,0,-100,-52,0,0,-60,100,-48,-8,-30,0,0,0,100,100,-100,-25,0,0,-30,0,-9
0,0,-46,-43,-48,100,0,-83,-42,100,0,-61,1,-100,100,0,0,0,-36,-100,-36,100,100,0,0,14,0,-100,-100
100,100,100,-100,0,-9,-18,0,0,0,-96,19,-1,-1,0,0,-5,100,-29,-19,-64,0,0,0,-43,100,0,-100,0
0,-3,100,-100,100,92,4,-17,0,0,0,-80,0,-61,-67,100,-95,0,-45,0,0,0,-98,0,0,0,0,-100,100
100,100,-29,-85,0,0,-25,0,0,0,100,0,0,0,-100,0,2,23,0,0,0,-26,0,0,0,-50,0,0,-100
100,0,0,100,-100,-100,0,0,0,100,0,0,0,100,-24,-100,1,84,-79,100,0,-31,0,0,0,-64,0,-93,0
100,100,-11,-79,83,0,-20,100,0,0,-86,100,100,0,-100,0,-37,-13,-100,-18,0,-42,0,0,0,0,0,100,-59
0,100,100,39,0,-97,-100,-100,0,-43,0,-5,100,0,-65,0,0,-100,-5,1,0,100,0,0,0,0,100,-100,100
-100,100,76,-33,-100,-100,58,0,0,-44,-14,99,34,1,100,0,92,0,0,100,0,-22,68,0,0,0,-3,100,-100
100,-100,-100,-34,-35,87,0,0,0,-69,13,73,-96,-100,-100,0,-53,6,100,100,0,100,-100,0,0,10,-97,41,100
100,-76,0,16,100,-100,100,0,0,-44,100,-7,-92,100,100,0,-22,-100,-17,-33,100,0,-75,87,0,-10,100,-28,-26
-100,0,0,-6,-80,0,-20,0,0,0,-94,0,100,0,-81,0,-17,100,-4,1,82,-94,100,0,0,100,-57,0,0
-100,100,100,-100,0,100,-100,0,0,0,0,54,-59,-37,1,0,0,-100,-79,-75,100,-98,100,-49,0,-62,-43,100,100
-98,0,-100,0,0,0,100,0,0,100,0,-42,-87,-21,0,0,0,-100,0,100,100,100,-44,-25,0,0,0,51,-53
-83,6,0,-12,0,0,-17,0,0,0,0,0,100,-100,100,0,0,0,0,0,0,0,0,-13,0,-27,0,-55,0
-21,0,0,0,-20,1,0,0,0,0,27,0,0,-33,100,0,0,0,0,0,-51,0,0,0,0,-11,0,0,0
-100,0,-92,-100,0,100,-2,100,0,100,-46,-28,-96,1,-71,0,0,100,0,-48,57,0,-100,0,0,0,0,88,0
100,-100,-100,-100,0,100,-37,4,0,-20,100,-100,0,-1,-29,0,0,-6,100,100,77,-99,100,0,0,0,0,0,-100
100,100,0,-100,0,0,100,-51,0,-100,0,100,0,100,-86,0,0,-54,0,-18,-21,0,-38,0,55,0,0,0,100
100,-100,0,8,0,-100,100,-53,0,0,0,-22,100,0,100,0,100,-18,0,3,100,0,-100,0,0,0,0,0,-43
100,0,100,77,0,0,100,100,100,100,0,-85,0,0,-100,0,3,0,-82,-2,-100,-85,0,0,-55,0,0,100,-100
0,-10,0,-76,0,100,-100,0,-100,0,-32,100,0,100,-56,0,100,0,34,0,-53,-45,0,0,0,100,0,100,-70
-40,0,0,-25,100,-8,0,0,0,-64,0,-48,0,91,0,0,-100,0,0,-100,100,0,-10,0,100,-100,100,1,-100
0,0,100,-45,0,-25,-28,100,0,-30,-68,-99,0,0,-100,0,-53,100,-42,0,30,0,0,0,100,0,0,5,0
100,100,-100,17,-94,-97,58,75,0,100,0,100,100,-100,-1,0,0,-71,-10,-100,-97,-42,-100,0,-25,71,69,100,-7
100,0,-100,42,0,100,100,-100,0,-100,98,-100,0,-100,0,100,1,0,0,100,0,100,1,0,-100,0,100,87,0
-100,0,0,-59,0,100,-100,-25,0,-38,0,-28,0,-21,26,100,-51,100,0,-100,100,-100,-79,0,0,0,-100,96,0
1,100,100,0,-6,100,100,-67,0,-48,-98,0,-100,0,-26,0,0,57,0,0,100,0,0,0,-75,-71,-22,-71,100
0,0,-62,0,100,-100,-39,0,0,0,0,-62,-100,-70,100,96,1,0,0,0,0,-42,-1,0,100,0,0,-77,-100
-3,-100,-18,0,-46,-100,-77,-43,0,0,0,0,-4,0,0,-73,-1,0,28,100,100,100,0,0,0,100,100,-60,0
-65,0,0,0,0,0,100,0,0,55,0,0,100,0,-29,100,0,0,-28,0,-4,100,0,0,-100,0,0,100,-100
0,-1,-1,0,-54,100,-75,0,100,-46,0,0,1,0,-67,0,0,62,0,0,-100,100,0,0,0,0,0,-50,0
-8,-1,100,0,65,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,-59,-100,-14,0,0,0,0,-100,-81,100
100,100,-100,0,-65,100,-100,-25,35,-3,0,0,-100,-100,0,-73,0,-100,0,1,0,100,100,0,0,0,-100,-58,0
-4,-100,-63,100,100,-56,-82,-10,-3,-6,0,0,0,0,-4,-1,0,0,0,-79,0,34,-8,0,0,0,0,0,100
92,0,0,100,0,-100,-72,-5,-53,0,0,0,-1,0,0,1,100,83,0,-74,-100,0,0,0,0,0,100,100,0
-58,98,0,0,0,0,100,0,-78,0,0,0,0,100,0,-32,-100,100,0,1,-75,-84,-92,0,100,0,0,-100,-100
100,-35,100,-82,6,-100,63,0,-1,64,0,0,0,-77,100,0,100,-19,0,0,0,100,93,0,-100,0,-22,100,-81
0,0,-23,-51,100,100,-27,0,0,-35,0,0,0,26,0,-100,0,0,0,100,-83,0,0,0,0,0,0,0,100
-100,-100,-77,-52,-100,-75,26,36,0,59,69,0,100,-49,-100,-27,57,64,85,-76,-100,58,23,100,0,100,20,100,-100
0,0,0,-15,0,0,0,2,0,38,0,0,-86,0,0,0,0,-32,0,100,100,0,0,-23,0,0,0,-100,0
-6,-45,0,0,92,84,-100,-17,0,-100,100,0,-14,0,0,-40,62,51,4,1,-65,100,-100,-64,0,-51,-100,84,100
-5,-46,100,100,-100,100,100,-21,0,-26,-66,0,18,0,0,-51,-75,-58,-10,100,-100,-28,-16,-13,0,-41,47,76,100
100,0,100,-11,-44,-96,-83,100,0,0,100,0,-18,100,100,0,-87,100,0,-100,-27,-100,12,0,0,0,0,-68,0
-33,-100,0,0,-25,-100,-60,100,0,0,-31,100,0,100,100,0,-38,100,1,-76,-12,-56,1,0,39,0,100,-100,-20
100,-48,-14,14,0,-28,-13,0,0,0,100,-42,0,0,0,0,3,0,93,100,0,-100,0,100,-39,-89,0,-100,0
0,-6,100,0,0,100,-100,-43,0,0,-59,-30,0,-100,-41,0,1,100,0,96,0,-83,0,0,0,-19,-36,-100,0
1,-100,-68,100,0,89,-48,0,0,0,0,0,0,-100,100,0,-23,-64,0,0,0,100,-13,-49,0,0,-100,-100,0
-96,-33,-93,-41,99,0,100,0,0,0,0,100,1,0,0,0,95,-100,-100,0,-58,100,100,-51,0,100,-21,100,9
0,0,0,87,100,-17,-67,0,0,0,0,0,-1,0,-100,0,0,-63,0,88,0,100,12,0,0,-39,-35,-24,-100
-100,0,100,-78,-100,-100,100,-100,0,0,-64,26,0,0,-100,0,-63,0,0,-100,100,100,1,0,100,100,0,-100,0
-100,10,62,-100,-99,100,-26,24,0,0,0,-100,63,0,100,0,-32,100,0,-77,-100,-72,65,0,-100,15,0,59,57
0,-10,-61,0,100,-49,0,-81,100,64,0,0,-2,0,0,0,0,100,-73,0,0,1,-9,0,100,-82,0,1,0
0,0,0,-30,-100,100,-100,2,0,-64,-100,72,100,0,100,0,0,0,0,-2,0,93,-51,100,0,0,0,-100,-13
100,0,100,-16,-16,-100,-17,0,-42,0,100,-100,-100,70,0,0,0,-57,0,-19,100,100,-36,-100,-82,100,100,-34,12
-53,0,-57,0,-13,-19,-39,78,100,0,-43,0,100,100,0,0,0,17,100,100,-100,-78,0,0,-15,66,0,0,0
0,100,-100,-25,0,100,-3,72,0,0,-72,0,-100,-100,0,0,0,-94,0,-100,100,0,-82,0,0,100,0,-66,0
-45,-74,0,0,0,100,100,0,100,0,64,0,-61,-70,-100,0,0,-31,-73,100,0,-40,0,100,0,-33,0,-100,0
100,100,-100,0,0,-100,0,80,0,0,-36,-26,0,0,0,0,0,100,0,0,-100,0,0,0,-3,100,-36,0,0
-53,88,-69,100,0,24,45,92,-21,0,0,0,0,0,-100,0,0,-100,-27,66,0,-64,100,-100,0,56,85,-55,0
0,0,0,100,100,0,-100,-21,74,0,0,0,0,1,-35,0,0,-100,0,0,0,100,-100,0,0,-61,-63,-2,-52
0,100,100,100,-100,-100,100,0,-100,75,-31,0,0,-1,0,0,0,0,0,100,0,-100,0,0,0,0,0,4,-87
100,0,0,0,0,-100,0,-100,-32,0,0,0,0,0,0,100,0,0,5,0,100,-32,0,0,0,0,0,0,-100
-76,100,0,-97,100,0,-100,-100,0,0,0,0,0,0,100,0,0,0,0,-85,-100,-1,0,0,0,100,-86,94,0
-100,-85,-100,-100,-100,100,-2,100,-87,71,-31,100,0,100,-82,-18,0,34,0,91,100,0,73,0,0,-3,0,3,-75
0,0,0,-36,0,0,-55,100,100,-10,0,0,0,100,-42,-9,0,0,100,45,0,100,-73,0,0,-100,100,-84,-100
-27,-66,0,0,0,100,100,-100,1,0,0,-100,78,100,48,-73,0,-30,-65,100,-100,100,74,0,100,-100,-22,68,-3
-19,-46,0,-67,100,100,0,-100,0,-3,0,0,100,3,-48,0,0,-38,0,-100,5,-37,0,0,-29,0,100,0,100
18,-26,0,0,15,100,100,62,-26,-100,0,31,-100,6,0,0,29,100,-40,-5,100,-100,-74,0,-71,-81,-68,100,-44
-61,73,0,0,100,-100,-100,-14,0,-33,100,62,-78,100,0,100,1,-100,0,-100,95,0,100,0,85,-92,-51,0,-100
100,-36,0,0,-41,100,-14,0,-87,100,32,-52,0,0,0,-56,0,-90,0,0,0,100,0,0,-85,0,0,2,0
-100,-24,0,68,-100,100,-58,-100,0,0,0,0,0,-52,0,0,3,0,0,-64,100,-24,0,0,0,0,-59,-88,0
0,0,100,-41,-42,-89,-85,-51,0,0,0,0,0,100,0,0,-33,0,40,1,0,0,100,0,0,0,0,-99,100
-28,0,0,-27,0,-100,0,100,-69,0,99,0,0,-100,0,0,0,-100,0,100,0,100,0,0,0,-1,0,0,100
-58,-63,100,20,100,-60,0,-34,62,-100,100,-30,0,100,0,74,0,-100,100,100,-100,100,26,100,0,-94,0,0,-30
100,-100,0,-20,100,-100,100,100,-73,0,-15,59,0,4,0,0,0,100,-32,0,-13,0,-100,-100,0,100,100,0,0
2,-41,0,0,-100,0,-100,100,0,0,0,100,0,-53,0,-55,0,-62,100,-100,-27,100,0,0,0,-42,100,0,100
100,0,-48,0,0,100,0,-51,0,42,-100,-84,100,0,0,-63,0,-83,0,-100,0,0,0,0,0,100,100,0,0
-59,100,0,0,0,0,0,0,100,-12,13,0,-56,0,0,0,1,0,-47,-100,100,0,0,0,0,-100,-100,100,-100
100,-66,-8,0,-100,100,0,-64,100,-30,100,-86,31,-100,84,0,38,-100,-95,80,-38,54,83,0,0,-100,32,100,-60
-24,100,-14,100,0,0,1,-78,0,35,-37,0,0,-51,100,1,-2,100,0,0,-100,-73,-51,0,0,0,-100,-5,0
0,0,-91,-100,-32,-100,100,100,100,100,0,0,-75,0,-100,0,71,0,-66,-100,100,0,0,0,0,0,-94,-100,100
0,0,-5,0,0,100,-13,100,0,-78,55,0,0,-100,100,-1,-100,0,0,100,-51,0,-100,0,0,-9,-38,0,0
-50,-76,0,0,0,-50,57,-5,-10,0,-95,0,0,100,-100,100,0,0,0,100,0,100,0,0,100,0,0,-37,0
0,0,0,0,0,0,0,0,-23,0,0,22,0,0,100,-6,-8,-3,0,0,0,0,-58,0,0,0,0,-18,-38
100,100,-34,100,100,-38,-21,-9,0,0,-100,-22,0,0,100,100,0,-100,0,-61,-100,100,42,0,0,0,1,-40,-100
0,-100,29,-100,0,-100,100,0,-54,0,0,100,100,2,0,100,0,-26,0,-100,100,0,100,0,-19,0,-1,0,-24
0,0,100,0,0,-100,100,-15,-100,0,-100,100,-27,2,100,0,0,100,21,0,-31,-100,0,0,71,0,0,100,-100
94,-58,67,0,-86,-100,-27,100,-100,-57,-28,65,16,-100,100,98,0,66,-21,-5,-100,-100,80,0,-96,0,0,-49,100
5,0,-100,8,100,-100,-100,-65,-13,100,100,-100,-26,22,-100,100,0,-17,100,22,21,100,-63,0,-56,50,42,97,100
100,80,-56,59,39,-100,-55,-84,0,57,-75,66,100,42,-100,48,39,100,0,-36,27,27,-100,0,0,-50,34,100,-28
-67,0,-40,0,0,0,0,-23,0,55,-2,0,0,0,0,-52,-39,100,0,-100,0,0,0,1,0,0,-76,1,-31
57,-40,0,-67,-58,-10,0,0,0,-19,100,0,-63,100,100,-100,100,-10,0,-33,0,0,100,0,0,0,0,100,-90
100,100,100,0,-35,100,-100,7,0,-46,-84,26,-16,-54,-100,96,-94,-100,-60,-52,8,79,8,-1,0,0,0,100,-92
-100,-96,-13,0,-60,0,-42,-43,0,76,100,-5,100,89,-72,-100,-6,0,0,100,0,-26,0,0,0,53,49,100,-49
100,100,100,0,100,100,0,0,0,-92,-100,-85,0,-100,-100,-79,0,74,65,-100,-34,100,-55,0,0,0,100,-64,-13
100,0,-94,0,57,-84,0,100,13,-100,0,100,59,58,-100,-11,94,100,-18,0,-62,52,100,0,0,0,-100,42,-8
36,0,100,0,-27,100,0,-100,0,-31,-63,-7,-50,-100,-12,-100,-94,-100,94,0,77,-39,100,0,0,100,-49,2,-70
-87,-69,-88,0,0,100,100,1,-13,0,62,0,-100,-5,0,-73,0,0,-17,0,100,0,100,0,0,-90,0,-43,-18
-35,-59,-100,100,-97,-100,-19,48,0,0,37,100,21,100,0,-100,100,-15,-100,0,-100,100,-100,0,0,-63,14,2,0
-100,0,-5,0,-33,100,0,0,0,0,0,0,-56,-100,100,0,-56,100,0,0,71,100,100,0,0,0,100,0,0
100,100,100,-58,0,100,100,97,0,0,-99,-18,-14,-100,0,-21,-44,49,0,0,-100,-100,0,0,0,0,0,1,0
-21,-100,100,-42,0,-100,-82,-61,0,0,92,61,0,-100,-100,100,0,-100,-64,68,-22,61,100,0,3,100,100,1,0
-89,-16,-100,0,0,0,-19,-33,0,0,100,0,-44,0,100,0,0,0,0,1,-26,0,0,0,64,-100,-50,0,0
-96,0,-100,0,97,-100,-80,-100,0,0,67,-55,0,-13,100,-100,0,-34,0,100,0,0,2,0,100,0,-95,-100,100
