AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
-10,-33,10,100,-56,0,-100,-21,100,100,9,-73,100,0,96,1,-64,0,-71,-100,69,57,37,-100,-83,0,4,29,0
-100,-61,-34,-1,-19,87,71,-100,-100,-100,100,0,100,0,-84,100,-36,0,57,4,100,89,31,-66,39,68,-80,-29,0
-14,-100,-100,-100,67,-55,-62,-7,-64,-46,51,0,64,0,51,-100,0,98,14,100,-23,-22,-17,0,100,-22,-42,41,0
63,46,18,100,-70,59,-6,21,100,0,16,0,83,100,-12,35,0,-40,-2,-71,70,93,34,0,100,-24,-44,-41,0
-38,100,100,8,79,11,100,-80,100,0,61,56,-100,34,28,91,0,12,23,30,-30,-100,-100,0,56,100,81,100,13
-20,17,26,100,40,-100,18,0,-69,0,100,-56,-100,-10,-50,-8,0,-70,-100,100,-100,-99,100,0,-100,100,100,100,-6
46,-100,100,-67,100,32,-100,2,100,0,96,0,-25,84,5,56,0,56,100,12,-45,-100,100,0,100,100,82,-100,-7
100,91,-80,12,69,0,-69,-2,-75,0,-75,0,100,1,100,-61,0,-21,100,-23,-100,90,-70,100,52,-3,67,-49,0
0,100,100,0,-51,0,100,0,0,0,-50,0,-45,0,-100,45,0,100,-9,-100,-100,-17,100,100,0,-61,1,-35,0
0,-100,-54,100,-100,-22,0,0,0,0,0,0,0,-100,0,100,0,0,0,-10,-71,-100,70,-20,100,0,100,-16,100
100,32,-100,93,-78,72,-74,58,87,0,-100,0,100,74,-100,100,0,-95,-61,1,0,-63,-100,38,5,52,13,0,-100
-24,100,-41,0,100,-73,-42,-58,-100,0,-100,0,100,100,-64,-46,1,0,27,100,0,100,0,-100,100,0,100,0,0
0,100,0,0,0,0,-86,0,-97,0,-31,0,-52,1,0,0,-1,-40,0,0,0,-3,100,1,31,0,0,0,0
-100,-36,64,-95,28,32,-24,0,-27,0,5,43,100,-48,-79,-100,0,23,52,44,0,72,-64,-33,-100,31,82,0,94
-100,-100,73,-22,0,100,100,0,-1,100,-62,-43,0,-67,0,0,100,100,-73,-100,100,-100,100,-17,0,100,-100,2,-93
0,75,-1,-98,0,95,-100,0,100,-100,-75,0,100,-100,39,0,-79,0,-80,1,100,-29,100,-54,-67,0,95,-2,100
-30,-100,-100,-100,-100,63,0,25,-100,0,0,0,45,100,58,100,77,87,60,100,-100,-52,100,100,-13,-71,5,0,35
100,-87,-100,65,-87,-100,0,-25,100,0,0,0,47,-8,100,-73,28,-100,14,-100,-76,0,61,29,-100,-31,81,51,-100
7,-54,100,-54,0,100,0,0,59,12,0,0,-100,-100,80,-30,62,-7,100,-24,-24,0,89,-58,61,-100,-47,94,100
-100,71,-100,35,29,-75,59,0,-79,0,100,0,-100,100,-27,-28,-100,-80,77,-100,0,100,-100,-83,86,63,22,-8,100
-7,-94,100,-15,-29,46,-9,0,100,-12,-64,0,89,-52,-11,67,-88,-1,-85,-100,47,-31,39,30,-12,100,86,-71,-76
0,-100,68,-100,38,-3,-50,26,47,0,-36,0,-100,5,-25,-100,12,-22,16,-54,100,-59,100,-33,42,-43,-83,-58,-100
91,100,-100,23,39,5,0,-26,-100,0,59,0,26,-87,-100,100,78,0,44,-53,-21,-10,-58,0,100,29,100,-8,42
0,-34,100,76,100,-23,2,0,-34,0,0,0,100,-27,100,95,-18,0,0,0,100,0,-78,0,-97,-65,-49,0,1
24,-83,18,-28,4,20,87,0,20,0,-59,0,-48,100,-100,-81,-43,0,-100,0,29,0,20,54,-29,-40,100,64,-61
90,100,0,-20,-100,-34,90,100,100,100,0,0,-100,17,0,-66,-29,0,-52,0,100,0,90,-54,89,-64,-100,1,-42
-22,-100,100,100,-81,-7,-74,-93,-5,-98,0,32,30,-16,16,-25,0,86,-59,0,-100,45,-13,48,72,-100,22,-11,0
0,-15,-55,96,0,-97,-88,26,72,-2,20,-32,-100,-43,-43,72,0,-79,-61,55,-31,-45,76,100,-33,-43,100,-54,0
100,61,57,-100,0,-33,-17,73,-100,0,100,0,-100,-58,31,-100,19,31,11,60,-100,0,38,-100,-66,12,97,0,45
-34,-61,1,-24,0,-34,0,-49,100,25,-3,100,100,0,97,5,100,-38,-100,17,-53,0,-16,100,-17,84,-100,0,41
-100,0,26,100,0,11,98,-57,100,-25,49,-61,-71,0,5,46,-100,0,-25,35,78,0,-36,100,-88,-100,-31,100,91
-29,0,-41,0,0,0,66,9,100,0,0,100,100,0,0,71,-9,0,-10,100,-28,0,-5,84,0,0,-41,0,67
-100,0,100,-53,74,-77,22,-9,-68,0,-100,-60,28,0,100,-7,100,100,-31,-39,-27,0,7,59,15,7,49,-73,100
-20,0,-20,-72,-67,0,-37,9,-97,41,100,100,20,100,80,100,45,-100,-60,43,-7,0,26,-60,40,-79,100,12,-4
0,92,100,100,0,0,100,-9,-50,0,0,100,0,-10,0,-76,-100,0,0,-44,-49,0,0,-100,-27,0,-89,0,-100
0,-92,100,100,0,0,-100,0,0,0,-12,0,-12,0,100,0,1,0,0,-84,0,0,-9,7,0,0,-100,-39,-100
33,100,-48,-100,100,100,-64,0,-100,-41,0,0,0,0,0,-12,0,0,0,-54,0,0,-100,100,-34,0,2,0,100
-33,0,0,0,100,-78,0,0,-24,0,-100,0,0,0,100,0,100,0,-26,-68,-38,0,0,100,0,8,2,0,100
0,0,9,100,0,0,-63,0,-37,0,0,-100,100,-34,-84,100,0,0,-29,1,0,0,0,0,0,-8,0,0,0
100,-100,100,-100,100,-20,-22,0,0,0,-54,71,100,-56,-84,0,100,0,100,-22,0,0,0,-100,-23,0,0,0,100
1,0,100,100,0,0,0,0,-76,0,0,0,100,0,-100,-78,-100,81,-100,0,0,0,0,0,0,0,0,0,-26
-100,0,100,100,41,-2,0,0,-46,0,0,-96,-96,81,-36,-10,-23,-81,100,53,100,0,-57,-100,0,100,-100,0,-100
-1,100,-100,-100,0,0,0,0,0,0,0,0,-34,0,0,-91,-100,0,100,-53,-16,0,100,76,100,-100,0,0,-100
0,9,0,-70,0,0,1,100,0,0,0,-100,-100,-65,0,-100,0,100,0,1,100,0,0,0,0,100,0,0,-72
0,0,-100,0,-100,0,0,-100,0,0,0,100,-100,-16,85,100,-33,0,0,-1,0,0,100,-100,0,0,0,2,100
0,0,-82,-35,100,1,-1,100,100,0,0,-18,-100,0,-100,-24,0,-36,100,0,-76,0,0,100,0,-55,-86,-2,100
0,-16,-100,-68,-5,0,0,-100,100,0,0,-11,100,100,100,-31,0,-42,-76,5,0,0,0,100,0,100,-6,0,-96
0,-93,100,-100,100,0,0,0,100,0,0,-24,-17,-100,100,10,0,0,0,-5,0,0,-8,-60,-49,100,-99,0,0
59,100,-100,29,-100,12,0,0,59,0,0,-67,-80,0,-59,1,100,-22,-100,57,40,0,100,-42,100,-54,-23,76,-92
-47,0,0,0,-100,100,0,0,100,0,0,-34,2,0,100,0,-100,0,-9,0,-91,0,0,-100,93,-4,0,0,-76
61,-30,-100,-47,-21,15,96,0,76,0,0,18,-13,31,-100,-100,0,0,-2,-57,37,0,59,0,100,-100,-100,-76,95
-10,-14,100,0,0,4,0,0,-100,0,0,100,96,-31,0,100,100,0,-24,0,-46,0,-30,-82,0,-61,100,0,0
-13,86,-100,-71,-6,-100,-5,31,33,0,43,-61,-29,100,-63,-59,-24,0,44,0,47,35,62,4,-100,-26,-47,0,25
83,51,-62,0,-99,53,-91,-31,5,0,-43,-57,79,-82,23,-29,26,0,77,100,-85,42,-100,100,35,0,-100,0,-2
-91,40,-100,54,-64,-74,0,0,26,0,0,0,-93,-18,100,-19,48,0,51,-27,100,66,-72,-73,20,0,-100,85,88
-42,1,-80,-2,-35,100,27,0,-100,46,54,100,-100,0,-17,42,-100,32,0,-46,100,55,-100,0,11,66,-100,-85,-31
0,100,100,0,0,0,100,0,0,0,0,-100,-9,100,-19,86,-40,-32,-2,0,-57,-86,0,100,-100,100,0,2,0
0,0,-11,-41,31,-9,50,0,-53,-46,-54,0,-24,-100,81,-69,40,0,92,0,0,0,83,-7,99,-100,-100,-2,100
91,11,-17,100,-49,-52,-100,0,0,0,0,0,100,0,92,0,0,0,100,-27,-35,0,-100,-100,0,-66,-1,0,1
0,-30,0,-55,0,-50,-77,0,-100,0,0,0,-79,0,100,100,100,0,-31,0,97,-5,100,-70,0,44,0,0,-18
-88,-49,0,-26,0,0,0,32,-100,0,0,100,0,100,-75,-100,-8,0,88,78,100,-68,-51,0,100,-44,-85,0,-100
-1,100,100,100,0,0,1,100,-57,0,0,0,-100,-21,100,-92,-84,0,100,1,-87,0,-54,67,-82,0,0,0,-100
-2,0,0,0,0,0,100,-100,0,0,98,0,0,-71,-100,0,3,0,0,100,-18,-34,0,0,0,0,-75,0,0
0,100,-100,-94,75,45,47,-32,-72,56,-98,35,-94,-8,-90,9,1,100,100,28,95,-5,100,-71,-68,0,0,0,-100
63,-50,36,-36,-75,-10,-100,0,-17,20,58,-100,-11,100,-100,-100,-7,-86,48,100,81,100,-89,-80,-18,100,30,92,-19
-63,-88,100,6,0,-27,-48,0,84,-13,-58,-35,13,-72,46,-26,-45,-14,-88,43,17,-34,95,0,-86,-100,-21,-14,100
22,-29,-100,28,100,-8,68,0,-84,-63,100,0,-13,100,47,-100,-10,100,37,26,11,15,95,0,12,99,100,-8,20
-22,-95,72,-34,-100,100,100,0,0,0,100,0,49,100,0,100,0,46,-31,-8,-100,-49,56,0,30,-8,-100,82,0
100,-72,0,0,0,0,100,0,100,0,-10,0,0,-80,94,100,0,-52,0,-31,-69,100,0,0,15,-73,100,-100,-100
0,-26,100,0,80,0,-89,0,-100,30,100,0,42,100,-24,-95,0,-94,-56,2,100,-8,0,100,-100,-18,0,50,-37
100,-100,0,0,-12,0,-26,0,0,-30,100,5,0,-100,-66,-5,3,0,-43,100,100,-32,-25,-4,0,0,-100,-34,0
-37,0,0,100,0,-100,-100,100,5,0,0,-5,-91,-15,0,0,100,0,0,100,100,1,0,-19,-46,0,-33,-68,0
63,14,-23,31,-68,17,86,69,16,28,-100,100,100,-84,-25,-100,-100,0,-96,-33,100,29,100,-77,-88,0,-69,100,0
0,100,0,93,0,0,1,-46,-21,-28,0,86,-87,-49,-24,0,-3,0,-100,-30,0,-34,100,0,36,0,-5,-100,0
8,0,0,0,0,0,-100,76,0,0,0,-60,-13,0,0,0,0,0,0,100,-22,0,-100,0,0,100,0,0,0
-100,-21,1,0,0,80,-40,-90,0,0,0,-100,0,0,100,0,0,0,27,100,100,0,100,0,-100,-29,0,0,100
-31,42,15,30,0,-97,11,-100,0,11,25,23,100,0,-100,-65,100,0,10,100,-23,-84,-100,0,-68,12,0,0,100
-93,-41,100,100,28,0,-11,-8,94,-11,17,-49,-62,100,49,-10,100,7,30,-78,-42,-4,15,7,-48,-41,100,0,100
-10,-47,-16,-49,100,0,0,-1,0,0,-74,0,100,100,100,0,-73,0,0,42,0,0,-100,-7,100,-42,0,0,-55
0,17,0,0,0,0,0,0,0,0,-60,100,-100,100,100,-100,-100,-7,0,0,0,0,-69,0,0,0,100,0,69
0,-70,100,-8,-100,0,66,55,-22,0,-95,-100,-38,-100,68,-18,-27,22,-93,100,100,0,14,0,7,0,-100,0,59
92,0,1,-57,100,0,1,-55,-72,0,100,0,0,0,-100,0,100,0,0,100,55,0,-64,100,-61,100,0,0,0
-3,0,-93,-27,100,0,-67,100,0,76,-24,0,0,0,-100,0,-7,-22,0,-100,-81,0,100,-79,100,-91,0,0,0
-89,0,100,-100,-100,0,0,0,0,0,-29,0,0,-100,-48,0,11,90,-24,98,100,100,-53,100,0,0,0,0,-32
0,0,100,100,-36,23,0,-100,29,-26,9,100,0,-59,-34,100,-100,-90,-100,-100,39,-100,-60,18,-100,12,-41,0,49
0,0,0,-4,0,0,0,1,0,100,-42,-34,0,-8,-39,-4,0,0,100,-83,-100,0,34,-4,100,-21,100,0,-13
0,100,0,0,-34,-23,68,0,-29,0,-93,100,0,100,0,-47,0,0,0,0,0,0,0,100,-37,0,0,0,0
0,0,0,0,100,0,0,-1,0,-100,0,0,0,-36,0,39,0,0,0,100,100,0,100,0,-53,0,0,0,-100
0,-100,-12,0,0,0,0,0,0,100,-24,0,0,2,0,0,-4,0,0,-33,0,0,-100,0,45,0,0,0,-59
35,0,100,-65,100,100,-63,0,0,-3,0,-22,0,100,100,68,0,0,-100,60,-14,0,1,1,-100,0,-71,0,-100
-35,0,-16,-16,0,0,-5,1,97,-9,0,-7,0,100,0,-18,0,0,-60,100,100,0,-100,-21,1,1,1,100,-86
74,100,-41,-26,100,-73,0,-1,-97,-47,0,-100,0,93,-25,17,0,0,-8,100,-18,0,-93,100,-100,-1,100,100,41
80,68,0,100,0,100,0,0,0,-59,0,100,0,100,59,0,1,0,-100,-56,-81,0,-25,100,0,0,-100,100,-73
0,-42,-100,-43,69,100,0,0,0,-32,60,19,0,-23,-100,41,37,17,60,-100,-50,65,100,-100,-22,0,92,-71,0
0,78,0,0,-54,0,0,0,0,0,-60,-19,0,-58,100,0,-38,-17,0,0,100,0,-100,0,0,0,0,-64,0
0,0,66,-100,0,0,0,0,0,0,0,1,89,-12,100,-87,0,0,0,-100,-29,84,-33,0,-23,0,100,-40,100
0,-3,-59,0,0,-100,100,0,88,0,0,-100,-70,-100,-74,0,0,0,-8,-77,-100,0,100,100,100,100,-100,-77,100
-100,94,-63,0,-67,-75,-92,0,-88,0,0,-38,-19,-16,63,-84,0,0,-21,100,100,-50,-100,-14,100,100,100,2,-48
-54,100,-100,-59,0,59,-8,0,100,0,100,0,0,100,100,-3,0,0,-81,68,0,0,-100,-60,-27,-100,-39,1,0
0,-100,0,0,100,-100,0,0,-15,0,0,100,100,0,100,1,0,67,-19,0,0,0,100,-100,-22,-67,100,0,-86
33,0,0,0,0,-11,0,0,-23,0,-63,-9,-17,-100,-22,-57,0,0,0,100,100,-45,-21,100,0,0,100,-51,0
20,-100,79,80,-32,0,15,22,-62,27,-37,92,68,75,-100,0,0,97,0,-48,-40,-51,42,31,-100,85,-42,0,-66
-1,100,-16,87,1,0,0,-22,0,-27,0,-100,100,-35,100,0,0,0,0,0,-8,-3,-100,-100,0,0,0,0,0
-52,51,-61,-29,0,0,0,0,0,0,0,0,-50,2,100,0,0,0,0,0,100,0,0,0,0,-100,0,0,0
0,-38,0,0,0,0,-15,1,35,0,0,0,0,-39,100,100,0,-27,0,-100,0,0,-100,0,0,-18,100,0,0
0,100,0,-53,0,0,0,0,-35,0,0,-22,-100,0,0,0,0,-100,0,0,0,68,-100,-90,100,0,-24,2,100
94,0,-78,0,0,0,0,-1,0,0,0,-61,100,100,-51,69,0,-26,100,1,-100,100,0,0,-22,0,0,0,0
-94,-58,-8,-6,-100,0,100,0,85,0,0,0,100,100,0,-100,15,-11,-42,-10,-44,-56,38,84,-10,0,46,-2,-51
0,-61,100,16,-100,100,31,22,-9,43,44,52,-100,-100,-100,-69,83,0,33,-29,56,-100,96,58,-30,0,-100,0,4
0,-100,100,-95,-42,-39,23,-22,-76,-43,84,-52,100,57,-69,0,81,100,-91,-33,-65,-12,-38,100,100,0,0,0,100
100,48,77,0,100,-61,-68,0,33,0,18,0,-100,88,75,0,-100,-100,30,-57,100,0,-73,100,-60,0,100,100,-100
-100,-46,100,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,95,0,0,0,-100,100,0,100,-37,-100,0
0,53,70,0,-100,100,-86,40,65,0,-99,26,50,-62,-34,44,-51,0,-94,45,-13,0,-100,-100,6,-100,100,0,-53
100,56,-14,54,-25,-100,0,-40,27,8,-47,-26,-100,61,100,-44,-28,54,-31,-27,-12,0,-77,12,-100,0,-100,85,31
61,100,-70,-8,-100,0,0,57,-100,-8,100,48,-51,100,-33,0,100,99,0,-100,40,19,-100,-88,84,0,-53,48,-31
-51,27,-100,-46,95,36,0,-55,-25,0,-72,-48,83,-44,17,0,-60,-23,89,100,45,6,100,83,-41,19,14,-100,0
-100,43,100,27,65,-36,0,-2,19,0,-28,100,-20,-85,-100,0,-40,97,-89,22,24,-25,-54,-74,-68,20,100,-28,83
-10,51,100,100,-96,0,0,0,-19,0,0,0,-63,-100,37,73,24,-23,0,-50,-56,37,-100,-100,6,100,32,61,34
0,3,-98,-100,-72,0,2,0,100,100,0,100,100,-100,100,-21,-24,-56,0,0,-100,-37,-13,100,99,-76,0,-66,-17
0,0,-62,0,14,0,100,0,-1,0,0,-3,0,-70,100,0,0,0,0,-72,0,0,100,0,-38,0,-43,100,-28
0,-100,100,-27,55,11,16,0,3,-100,12,-94,-100,100,100,3,89,-100,0,-47,-28,0,93,100,5,-63,-100,-100,37
0,-10,0,0,0,100,0,0,0,0,0,0,0,-100,0,0,-89,-48,100,0,0,0,0,0,59,0,1,0,100
9,100,-24,100,-63,-91,-40,1,0,0,-8,-100,100,-25,100,100,0,0,-22,100,-68,0,-100,100,0,0,100,1,-100
-9,-100,0,-50,-6,0,0,-1,100,0,-4,0,0,0,0,-41,0,42,-29,-21,-40,0,-26,100,100,0,-85,0,-89
0,0,-100,0,0,0,-63,0,-7,100,0,-3,26,-100,-100,-100,100,0,0,1,0,0,0,100,-71,100,100,-1,-12
0,97,0,-3,0,-20,100,0,16,-61,0,0,0,65,100,0,-100,-42,79,-45,0,0,-100,-100,0,0,91,89,0
0,-44,35,90,0,0,48,0,-100,0,0,0,65,1,-27,0,100,0,0,51,-68,0,-100,27,100,-100,-100,-45,49
0,100,1,0,100,0,-100,0,-77,-39,0,100,-51,0,-38,-14,0,0,-10,2,-100,0,100,0,19,0,-12,-44,-51
0,-62,100,-100,-99,0,-55,0,100,0,0,90,0,-100,100,0,2,100,-62,100,63,0,-52,-100,-100,0,88,0,100
0,100,0,-37,21,0,-8,0,-94,0,0,-64,0,100,0,100,0,-100,-56,-98,100,0,0,0,-20,0,2,0,99
0,-83,-15,64,-22,100,100,69,1,15,0,0,0,-100,-100,-36,-95,100,0,100,0,0,-22,-75,0,0,-26,0,-100
0,16,3,-64,16,-44,-13,-2,58,12,0,-100,45,-46,100,87,-7,76,100,100,-58,0,-33,-100,-16,0,-78,0,-55
0,-83,-100,100,0,100,-74,-67,76,-3,0,-26,-100,-26,0,-32,0,-100,-43,100,0,0,0,0,100,0,-23,0,-17
0,-70,0,85,0,-100,71,0,-100,-24,0,0,100,82,-100,99,100,-76,11,-100,100,0,0,-100,100,0,-72,0,-33
0,0,100,-100,-16,0,0,1,-31,0,0,100,100,-35,-22,0,100,0,-68,-22,-100,0,0,100,10,0,71,0,2
0,100,-63,-85,0,-56,-84,-1,0,0,0,-75,0,100,-100,-19,-100,0,0,0,100,0,0,100,0,96,-46,0,-2
0,-78,-100,0,0,0,40,0,-44,0,23,-25,100,34,3,-18,-100,0,0,100,-88,0,0,-100,37,100,99,0,70
0,0,-62,0,72,0,-40,0,0,0,87,0,-100,0,0,-51,0,0,100,-100,-100,0,0,0,5,100,-54,70,-70
100,0,-16,0,-72,0,0,0,0,0,68,0,0,0,-51,0,0,0,-63,100,-48,0,0,-100,-36,100,0,0,100
-3,0,100,0,0,0,0,0,100,66,-100,0,1,-100,-44,-100,0,78,89,-100,-47,0,0,-93,-6,0,100,-70,0
91,100,82,0,0,100,0,0,-100,-22,22,0,100,-81,-7,-30,0,-78,-66,42,5,11,63,-3,-58,-52,100,0,-100
-98,-66,-100,0,0,0,0,0,0,0,100,0,84,2,-2,0,0,0,100,-100,0,-11,-13,0,0,0,0,0,0
-86,-37,100,0,100,62,0,0,0,-44,-3,0,-14,-2,-49,54,0,97,100,-17,14,0,-50,-100,-53,-72,100,0,0
-4,52,0,0,-33,94,0,0,81,0,-43,0,0,2,-46,-54,0,-86,0,0,100,0,0,89,-30,-100,-13,0,0
0,0,18,0,-43,-60,0,0,-81,0,-41,100,-78,-2,100,0,2,-11,100,100,0,0,0,-5,-64,100,0,0,0
0,0,100,0,-15,0,0,0,17,0,-16,0,-61,0,-71,0,0,0,0,-12,0,0,0,0,-20,100,-100,2,0
0,100,73,0,-9,0,0,0,0,0,0,0,-100,100,0,0,-2,0,-100,1,0,0,0,-35,0,0,0,-2,0
0,0,1,0,0,11,100,0,0,0,-97,0,0,100,0,0,0,0,-100,-8,-3,0,0,0,100,0,-100,0,0
0,-64,0,0,0,-13,-6,100,-17,0,0,0,1,0,-45,69,0,100,-23,100,-26,0,0,100,-56,0,-59,0,0
0,-100,35,29,100,-26,-28,-100,0,0,0,-36,-55,98,100,77,0,-100,96,-100,-23,0,33,82,-100,8,100,0,15
0,-43,100,-29,100,-7,0,0,0,30,0,-64,1,1,0,0,0,0,100,-100,0,0,-33,-7,-25,-47,100,0,100
0,100,0,0,0,0,-66,1,100,-30,0,0,-100,-100,-58,0,0,0,-100,-100,-59,0,76,0,100,0,-100,0,0
0,-88,-77,0,0,100,0,-1,100,0,0,0,0,3,-100,-100,0,0,-29,-78,0,0,-76,0,46,100,-19,0,-10
0,29,0,0,0,100,0,0,0,0,0,0,0,100,-19,0,0,0,-77,96,100,0,0,-56,-100,-33,1,0,0
0,-35,100,0,-72,-100,0,0,-18,0,0,100,100,100,0,0,0,0,93,0,-65,0,0,100,0,-73,0,0,0
0,71,-100,0,-78,100,100,0,0,0,10,100,100,-87,-100,0,0,0,86,-26,0,0,100,-60,-32,-100,-100,2,-65
0,0,39,100,100,0,-89,0,-100,0,-10,100,-4,100,100,88,0,0,-100,-1,-10,0,-3,-81,-59,-100,100,80,-40
0,0,0,-50,-100,100,-11,0,82,100,0,0,-76,-46,0,0,0,0,-100,0,-96,0,0,-62,0,100,-26,-82,0
0,-68,21,39,-25,-86,0,100,18,1,61,77,-95,-100,-4,-38,0,0,-36,6,-100,0,4,-100,-60,23,73,0,0
0,100,-100,-89,-25,100,0,-4,-51,100,18,93,100,-5,-100,-90,25,0,-1,-92,100,41,-58,100,-60,19,100,0,7
0,-100,100,7,49,-66,19,-64,0,-79,0,-17,-27,100,73,71,1,100,69,-15,-11,19,97,-100,0,-88,100,0,53
100,100,1,0,-49,65,100,-32,-18,-8,-58,0,0,0,-50,0,1,-56,0,-24,100,-26,0,-94,0,0,-76,0,-39
-75,-17,-31,-7,0,100,-47,0,0,-100,53,0,0,-56,100,-23,-27,0,0,100,0,0,0,-84,0,100,-62,0,-21
-25,-100,100,0,0,100,0,0,0,-9,0,-26,0,2,0,-19,0,0,-3,-11,0,0,20,0,0,-19,-66,0,0
0,-96,0,100,0,0,100,0,-100,100,0,25,-100,0,0,0,100,-44,-74,-100,-26,0,100,0,0,-2,0,0,0
0,0,0,0,100,-61,-100,0,-13,-98,0,100,-26,-100,0,0,-100,45,0,100,-38,-34,0,100,0,84,-35,0,0
0,0,-100,0,-100,0,-72,0,0,-7,100,0,100,-32,0,-35,2,7,-61,-95,0,0,100,0,0,0,100,0,0
100,-50,0,100,0,100,0,0,1,0,-100,-100,-36,-17,0,0,-2,0,0,100,0,0,-23,0,2,0,0,0,0
-6,0,-96,-60,0,0,1,63,-1,0,-63,0,0,-100,-100,0,0,-39,100,-49,-34,0,100,-100,100,100,-74,0,100
0,-100,100,100,64,0,88,-22,0,0,80,44,-65,100,-100,62,0,-2,-76,-46,0,0,-15,0,-100,-40,63,58,0
-31,0,-13,97,-64,-3,-34,-11,0,0,-91,0,-35,-100,100,-9,100,-11,-24,0,0,0,0,1,0,100,100,1,0
0,-31,0,-15,0,-100,-46,3,0,78,100,0,0,-61,0,0,-100,0,100,100,-29,0,0,-1,0,-41,-100,-54,-100
-54,-64,-11,100,0,0,-9,-33,0,-29,-100,71,0,0,67,100,0,25,-24,0,0,100,-100,1,0,0,-14,72,0
0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,-15,0,0,-12,0,-1,0,-100,100,-50,100
0,-41,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-40,-100,97,-55,-100,0,100,-83,1,0,0
-9,-36,100,0,0,100,0,0,0,-49,0,-100,35,1,0,0,0,0,-10,-29,100,0,-23,0,-78,0,-100,-24,100
0,0,-47,0,0,0,0,0,0,90,0,0,-35,-1,-43,-100,0,0,1,-100,100,-33,0,0,-24,-86,3,0,100
100,0,0,0,0,0,0,0,0,0,0,0,100,0,-100,0,0,0,0,0,-100,0,18,100,0,0,0,0,0
1,0,100,100,0,0,100,0,0,0,0,0,-68,0,5,-53,100,0,0,-100,-100,0,-79,0,0,0,0,-3,100
100,0,0,0,100,0,2,0,0,0,0,0,-32,0,-100,0,-82,0,-12,0,-31,100,-100,100,0,-29,-100,0,-24
0,0,100,1,0,0,-47,0,0,-90,0,-100,0,0,-48,0,1,0,0,0,83,98,-38,99,0,-93,100,0,100
-100,0,-29,0,0,100,-55,0,0,0,0,0,0,0,-100,0,-19,0,0,70,100,-100,0,0,0,-34,-22,0,-9
-23,0,0,-94,-28,12,0,0,1,0,0,-28,0,1,100,0,0,0,100,-29,0,-22,0,-3,0,0,100,0,0
-75,80,-70,-75,0,66,0,0,-1,0,0,-1,0,-1,0,87,0,49,-61,0,-96,93,0,100,0,-9,-100,100,-66
0,-80,100,0,-72,0,0,21,0,96,0,-100,0,0,100,-31,0,100,-21,100,-100,0,100,-35,0,-29,-56,0,-100
-3,0,-78,-40,0,0,0,0,0,0,0,67,0,0,0,-48,0,-19,-18,0,0,-50,100,0,0,100,100,1,-73
0,0,40,0,0,100,0,-21,100,-78,0,100,0,0,-60,0,100,0,0,-2,-71,-20,-55,0,0,-4,-5,-100,0
