AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
0,-100,0,0,0,-100,0,0,0,67,-9,0,1,1,100,0,0,-60,88,0,0,0,0,-34,-24,100,100,0,0
0,-12,0,-19,0,0,0,0,-49,-67,0,-97,-98,0,93,100,0,-100,-76,1,100,2,-30,100,53,0,100,0,0
0,0,100,0,0,100,0,0,0,0,0,100,0,-1,-35,-34,0,0,0,0,-47,-57,-33,-100,0,1,-29,0,0
42,-48,-100,-23,0,100,100,0,0,73,0,78,45,0,56,-1,0,67,-12,99,-53,-59,-13,-100,-96,18,64,79,11
-28,0,0,-33,0,-81,100,0,0,0,0,-53,0,2,-59,0,0,0,0,-100,0,0,0,-5,68,100,-100,0,0
57,0,-100,-31,0,-69,-100,0,0,-73,0,-17,-66,100,64,50,0,21,100,0,0,-94,0,100,-68,76,-32,-10,37
14,13,17,-40,0,92,91,13,0,0,25,-97,28,100,-9,100,0,-92,-100,0,0,-90,0,100,0,-39,32,-69,-48
-85,-13,100,34,48,-75,-85,-13,43,0,-25,-11,-1,100,-29,100,0,39,0,0,51,0,100,-99,0,50,91,31,0
0,0,-53,89,0,0,-100,0,0,0,0,92,-9,-100,-81,33,0,0,0,0,0,0,-2,0,0,0,91,-12,0
0,0,0,0,-48,100,-6,0,1,0,0,77,-100,-100,100,0,0,-39,0,0,-10,0,-45,0,0,-34,0,100,0
0,0,0,0,0,0,0,0,-44,0,0,-100,-100,-83,0,100,66,0,0,0,-41,0,0,-67,100,0,0,-100,0
0,0,-41,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1,-53,-56,25,0,-1,-3,0
0,0,100,100,0,-24,0,0,0,0,0,100,-100,-19,0,0,15,-76,0,0,0,0,0,-49,0,0,-100,0,0
0,0,0,-93,0,-8,0,0,100,0,0,0,-15,0,100,0,100,90,100,0,0,0,0,100,-100,-100,-72,1,0
0,0,0,-30,0,-100,0,0,0,25,0,-53,100,0,-44,100,-100,-75,-56,0,0,-1,0,100,0,100,2,-17,0
0,28,100,0,70,-74,0,0,100,-25,0,12,-100,3,-86,-42,-74,23,-44,0,0,0,40,-3,5,-65,-100,0,100
0,7,-20,100,-42,-100,0,0,-14,0,51,-89,-58,-3,-68,-76,37,100,84,0,0,3,71,-100,38,-47,-46,0,67
0,-33,-5,100,-28,-34,0,0,-62,0,-43,100,100,100,-81,-3,100,55,-4,1,0,0,-82,88,-50,100,100,0,-98
0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,-15,0,0,0,0,-3,0,0,-6,0,0,0,39
0,-2,-75,-37,0,0,0,0,100,0,-8,-24,0,-78,100,0,0,-70,0,0,0,0,-1,98,0,0,0,0,0
100,0,-61,0,0,0,0,0,-100,0,0,0,0,-22,0,-27,0,-30,-1,1,89,0,-1,0,-12,0,-8,0,0
-51,0,100,100,0,0,0,0,-38,57,0,0,-69,0,0,-91,-100,-59,-52,1,0,0,-27,100,0,0,0,0,0
100,0,-38,0,0,0,0,0,-68,0,0,0,-71,0,0,0,4,-24,0,-3,-30,0,0,0,58,-31,-2,0,0
-59,100,100,-95,0,1,0,0,-18,0,0,0,100,0,0,-15,-33,-34,-27,0,11,0,100,-41,-58,-10,100,0,0
-75,-100,-100,-47,0,1,0,0,80,-57,0,100,-100,29,20,72,100,44,0,100,-70,0,43,-100,32,-100,-41,0,-69
-15,100,100,-55,0,-2,30,0,-73,0,82,-76,-38,-29,-73,-70,-100,-44,100,49,19,0,65,40,70,14,-100,0,10
1,-60,-68,0,84,0,-30,0,100,100,0,0,0,100,-6,100,0,0,0,-57,0,0,0,-98,-18,-21,100,0,-49
77,0,100,0,0,0,100,0,-29,80,-71,80,0,88,-10,-62,0,0,-2,-39,0,0,0,-93,-84,46,-27,0,100
-78,97,0,0,16,0,1,0,-75,0,0,-100,100,100,0,-100,0,0,-19,100,-19,0,100,-7,0,-3,0,0,-83
0,0,100,-18,-100,39,-98,0,88,46,100,0,100,-100,-62,100,0,0,-48,-45,0,0,-100,-100,0,-42,-100,0,-17
100,-83,100,76,0,93,-3,0,-91,-52,100,-33,-38,-10,0,-19,0,0,-31,-20,0,0,-83,0,0,-20,-100,0,0
-63,0,6,-100,0,0,0,0,0,-29,-70,100,0,1,0,-13,0,0,0,0,0,0,100,0,0,100,-14,0,0
0,-20,100,-20,0,0,0,0,0,-100,-11,-63,-92,0,0,0,0,0,0,-59,0,0,0,78,100,-45,0,0,0
-37,-34,95,0,9,-61,11,0,0,-45,100,-77,59,100,100,-100,0,0,39,81,10,33,76,100,-100,-100,-78,0,43
0,100,-100,100,-9,-71,96,0,0,0,-100,-29,100,-24,-84,100,100,0,-39,-34,100,1,0,-91,32,0,-8,0,-15
0,-100,-100,-91,0,0,-100,0,0,0,100,2,0,4,0,0,-100,0,0,100,0,-6,0,-100,81,0,0,0,0
0,0,0,-9,100,0,0,0,0,0,-54,48,-100,0,100,-24,100,0,0,100,-48,-28,100,-25,-41,0,0,0,0
0,0,11,100,-100,0,-7,0,0,0,-86,100,100,100,100,-60,85,0,0,-100,-11,0,-96,27,-72,11,0,14,100
0,100,-100,-18,0,0,0,0,0,0,-68,-48,0,1,-41,100,-27,0,0,-100,-51,0,-27,72,100,0,0,-14,-2
32,80,100,-46,100,0,0,0,0,0,0,47,0,100,-5,0,-61,0,0,-43,0,1,0,100,-100,-28,0,0,-100
-32,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-47,0,0,0,0,0,0,0,0,36,0,0,0
0,-13,100,0,100,0,100,0,40,0,-22,0,-100,1,0,-48,-50,0,0,0,0,100,-86,-98,0,-30,0,100,100
0,-100,-93,-36,0,0,0,0,-41,0,0,-44,92,58,-61,0,0,0,0,100,0,97,-53,100,0,93,100,-57,0
0,0,-100,0,-42,0,0,0,100,0,61,100,-56,-19,-100,0,0,0,1,0,0,-48,100,96,0,-29,-63,3,-100
0,100,100,100,0,0,-30,0,-100,92,0,0,-100,-67,100,-100,1,0,-1,0,0,-100,-100,-100,0,-69,0,-46,-26
98,-85,0,-70,100,0,-70,33,0,-43,-5,-41,-80,-34,100,-100,-1,0,0,0,100,-3,-100,100,0,0,-37,0,0
-69,-82,100,93,0,0,0,-33,0,-48,-33,0,0,100,100,92,0,0,100,0,-100,2,-39,-96,74,-32,0,0,0
-29,0,100,-100,-88,37,100,0,100,-1,0,-100,100,-100,-43,-100,0,0,95,1,0,-8,0,0,0,0,0,95,96
0,0,-100,-23,0,-25,-33,0,0,0,-23,-81,0,-58,0,0,0,0,100,-43,0,2,0,-89,67,0,100,1,100
0,0,0,100,-100,0,-67,0,87,0,0,0,-13,100,100,-17,74,0,0,0,34,-43,0,83,-58,0,75,-96,-96
0,0,0,0,0,-12,1,0,0,0,0,0,100,-29,0,-13,-74,0,0,-91,0,0,0,-58,30,0,100,0,-47
0,0,-96,0,100,0,-1,0,1,70,0,0,-100,0,0,100,0,0,0,0,-34,100,0,-60,-27,0,-61,0,0
100,100,-74,-100,100,0,0,0,0,0,0,0,100,0,-100,100,0,0,-33,100,53,0,0,-77,-86,0,0,0,1
-100,100,-71,0,-100,100,0,0,70,-24,0,62,4,-100,-41,-100,0,0,-83,-35,-53,-14,0,0,28,0,-2,32,26
0,100,0,0,-100,-100,0,0,-34,-46,0,2,1,100,0,0,0,0,-38,0,0,-57,0,100,100,0,-100,-32,0
0,74,1,0,-70,0,0,0,-84,13,0,-41,100,100,100,-100,0,0,-100,-5,0,-29,100,60,-100,0,-100,70,39
0,0,0,0,0,0,0,0,100,-13,0,-23,-94,0,0,-9,0,0,-41,-60,0,0,-31,100,100,0,-12,19,-100
0,-100,-15,100,0,0,0,0,-21,0,0,0,1,-53,0,-23,0,100,100,0,0,100,-35,-100,-65,53,0,-83,99
0,-71,100,-100,0,0,0,100,-100,0,0,0,-100,2,100,0,0,0,-100,0,0,83,-34,-100,100,-53,0,92,-80
0,-32,0,0,0,0,0,-31,0,0,0,0,0,-46,100,0,0,35,0,0,0,0,0,0,-17,0,1,-76,0
100,-100,-100,100,0,56,0,-69,0,100,87,0,-38,100,-81,100,0,-2,0,29,0,-25,0,0,-100,16,1,55,-9
-100,-25,0,0,100,0,0,0,-100,0,-10,0,15,100,0,0,100,-100,100,100,100,-87,0,-60,0,0,0,0,0
0,100,100,40,-20,-56,0,0,-19,-54,81,0,39,-100,95,-29,-100,-33,-74,100,-100,100,21,0,-46,-16,0,-65,65
52,-100,-100,-100,-7,0,0,0,0,-1,100,0,-100,-100,-100,100,100,39,41,-98,5,-100,58,48,0,93,-2,100,-11
-4,-46,-1,0,-6,0,0,0,0,0,0,0,-15,100,0,-26,0,-39,0,-6,-5,1,2,-48,97,-59,0,-100,-11
0,0,-32,-40,-67,0,100,0,1,-45,0,0,0,-39,0,100,0,0,-36,0,0,-9,0,0,71,-34,100,0,-29
-48,0,100,100,0,0,-72,0,-1,0,-15,53,0,1,0,0,0,0,-31,0,0,-63,0,0,-26,0,100,-12,-43
0,0,100,0,0,0,1,0,0,0,100,0,10,-33,100,-57,100,0,0,-27,0,0,-33,0,-100,0,-74,0,0
0,0,0,-97,0,0,-29,0,0,0,-90,0,100,100,-59,-95,-43,0,0,100,0,76,0,0,0,100,1,0,100
0,0,-4,-3,0,100,0,0,0,0,0,0,-49,-2,0,1,-100,0,11,-100,100,0,-48,0,0,-9,-65,0,-100
0,0,0,0,0,-57,0,0,0,0,-91,0,100,-100,0,0,0,0,0,100,0,-34,0,0,77,-91,1,0,0
0,0,-50,0,100,0,100,0,0,0,-47,-53,-46,3,0,-33,-24,0,0,0,87,-18,0,0,0,0,-63,0,0
0,0,100,0,-11,0,-78,0,0,0,0,1,0,100,0,100,-33,21,-11,-4,-100,-24,0,0,0,0,0,100,0
100,90,0,0,-55,-43,-22,0,0,0,-6,0,-100,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0
0,-29,-57,0,6,0,0,0,0,0,-100,0,-15,0,0,0,0,-21,1,100,-78,0,0,0,95,91,-100,-32,0
-56,0,0,0,-23,0,0,0,0,0,-9,-1,0,-100,0,0,0,0,3,-5,0,0,0,0,76,-91,0,-62,0
-44,100,-18,91,-17,0,0,0,0,0,0,0,1,-27,-59,-65,0,100,-4,-29,30,0,100,0,-100,0,1,0,0
0,-43,-12,0,0,100,0,0,0,14,0,0,0,1,0,-96,0,0,0,2,-39,0,-53,0,0,100,0,-6,0
0,-100,0,-91,0,-10,58,0,0,-14,0,0,51,-45,100,85,0,-100,95,-100,0,0,100,67,16,0,0,0,0
0,100,0,100,100,0,3,80,0,0,0,0,0,-48,100,-85,0,0,-95,0,0,0,-18,-9,-78,-100,0,0,0
0,99,-84,0,0,0,-51,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,-58,0,0,0,0,0
0,0,0,-24,-47,-25,-10,-80,0,0,0,0,0,1,100,0,0,0,0,-62,0,0,-36,16,0,100,-1,0,0
89,0,100,-13,-45,-25,100,100,0,0,0,100,-53,-52,-100,0,0,0,0,0,0,0,-19,0,-81,0,87,0,92
-89,-92,0,-63,0,-7,0,0,0,0,0,0,100,100,0,100,0,0,56,0,0,0,100,100,-47,100,-7,0,-92
0,0,0,0,0,1,-39,-100,0,0,0,0,-100,2,0,0,0,0,-56,0,88,0,0,0,0,0,0,0,100
0,100,0,0,0,-22,100,0,0,0,0,0,0,-31,0,0,0,0,41,0,0,0,-100,0,0,-57,-57,2,0
0,-66,-34,0,-8,0,0,95,0,0,0,0,0,4,100,0,0,0,0,0,0,0,-74,0,0,0,0,0,0
0,-16,-6,90,0,-12,-41,-29,79,0,0,-100,0,2,0,-100,0,0,-41,6,89,0,0,-100,0,100,-23,100,-29
78,-100,-15,-90,0,80,-97,-40,-79,0,57,0,0,92,0,0,0,65,0,-6,100,0,0,0,0,-100,92,-16,-71
-78,-40,-29,0,0,0,-23,-26,1,0,0,0,0,100,-100,0,0,-35,100,0,-15,0,0,-3,100,0,-92,-86,0
96,0,100,0,0,49,0,0,0,0,-57,0,0,2,100,0,0,-18,-37,0,100,0,0,-13,-100,0,0,0,0
-28,100,-100,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,-12,-13,0,6,0,0,0,0,0,0,0,0
-68,-100,100,0,0,0,1,0,0,0,0,0,0,100,100,0,0,0,-50,1,54,0,0,0,0,-44,0,0,0
0,-3,0,0,0,97,-1,57,0,0,0,0,0,100,-100,0,0,100,0,0,-60,0,0,0,0,-99,0,0,0
0,0,-68,0,0,-2,0,0,0,0,0,2,0,-52,-100,0,0,0,0,-1,0,0,0,0,46,0,100,0,0
0,0,0,0,0,0,0,-54,0,0,0,81,1,-100,-100,0,0,0,0,0,0,0,100,0,0,0,-13,1,0
0,0,-88,0,100,-100,0,-3,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,97,-46,0,1,-1,0
0,0,100,100,0,-20,0,28,1,0,0,-52,0,-53,-14,0,0,0,0,0,0,0,0,-97,0,0,-5,0,0
0,0,-100,71,0,-49,100,0,-1,0,65,100,-1,-100,-62,100,0,-100,0,0,-14,0,-100,75,7,0,-13,0,0
0,100,74,-100,-22,-55,0,0,0,0,-65,-90,0,-100,-89,-100,0,0,0,0,100,0,0,-35,40,0,11,0,100
0,0,0,0,-33,0,-32,-28,0,0,0,0,0,100,-22,0,0,0,0,0,98,0,0,-40,0,42,1,0,-100
0,-87,28,-71,100,0,-13,0,0,0,0,0,0,1,100,0,0,0,0,0,-61,100,0,0,0,-11,0,0,0
0,-11,0,0,-100,0,0,0,0,0,0,100,0,8,-78,100,0,0,0,0,96,-32,100,0,-45,-31,0,0,0
0,-2,0,0,0,0,-55,0,0,0,0,0,0,1,88,0,0,0,0,0,-28,0,-39,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,-65,0,-11,-21,-56,0,0,0,0,0,-18,0,0,37,0,100,0,0
0,0,-58,100,98,0,22,0,0,0,57,-100,5,-100,-100,100,0,43,0,0,-56,-50,18,0,-39,24,-46,0,23
0,100,-100,0,0,51,-23,0,0,0,0,0,0,3,100,-100,0,-43,0,0,0,0,-79,0,0,0,100,0,-23
100,-70,0,0,-1,100,0,0,0,17,0,-76,-5,-53,0,-44,0,0,0,0,0,0,0,0,0,0,100,0,0
0,-23,-62,0,-67,21,100,0,0,-17,-57,0,100,2,-55,0,0,100,56,0,-19,0,0,0,0,72,-68,0,0
-100,0,-100,0,0,100,-19,0,0,0,0,0,0,-1,100,0,0,0,-21,0,-17,0,0,0,0,23,0,0,0
0,-7,-79,-100,0,-11,-81,0,0,31,0,0,-100,-23,100,0,64,72,100,0,-92,0,0,0,0,51,-53,0,0
0,0,100,0,0,-87,0,0,0,-31,0,0,100,-100,-74,0,-64,34,-98,0,0,0,0,0,0,100,-40,0,0
0,42,-66,0,0,-68,0,0,0,0,0,0,0,-100,100,1,0,0,-37,0,0,0,0,0,0,0,0,2,0
0,-42,-41,0,-23,-50,0,0,0,75,0,1,0,-43,-2,0,0,-30,0,0,0,0,0,0,0,-20,2,100,100
0,0,-31,0,0,0,0,0,0,0,0,59,-100,5,0,-1,0,0,0,0,-10,0,0,100,0,-39,0,-46,0
0,0,0,0,-19,-56,1,0,25,-75,0,0,0,-100,100,0,0,-47,0,0,-18,0,0,-27,100,0,-23,-23,-75
0,0,0,100,39,0,-1,0,0,0,0,-60,0,-35,0,0,0,0,0,0,0,0,0,-44,-2,0,-1,0,0
0,0,0,-100,-72,0,0,0,-25,0,0,0,0,0,-43,0,0,0,0,0,0,9,100,-29,100,-100,-94,100,-25
0,0,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,-32,-100,0
0,0,-3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,69,-20,-9,0,0,0,0,-27,1,0
0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,-80,0,-63,0,100,0,100,0,0,0,-34,0
0,0,-62,0,0,100,0,49,0,0,0,0,100,4,0,0,0,-49,100,100,100,-48,-76,-100,-51,-76,100,0,89
0,0,73,0,0,-100,100,-49,0,50,0,0,-61,-6,62,0,0,0,48,96,34,-31,-24,100,-100,100,47,3,-89
97,0,100,0,0,0,-50,0,0,-50,25,0,0,100,100,0,0,0,0,100,0,0,0,0,-47,-100,0,4,0
0,51,0,0,0,0,-50,100,0,0,-19,0,-50,-100,0,0,0,0,-86,0,-3,0,0,0,0,0,-100,-7,0
0,0,0,0,0,0,100,0,0,0,-6,0,1,0,100,0,100,0,-62,-100,9,0,0,-47,0,0,-47,0,0
0,0,100,0,0,0,-100,-82,0,0,0,0,27,0,0,0,1,0,0,-74,-6,100,0,0,0,0,0,0,0
-92,0,-80,0,1,0,0,-18,0,0,30,100,0,0,100,0,-69,0,0,0,-22,0,0,-53,0,0,0,0,0
0,-51,-100,0,-1,0,0,0,0,0,70,-100,100,0,-68,0,-32,0,0,73,100,-100,0,0,0,35,3,0,0
-1,0,-100,0,0,0,0,0,0,0,0,74,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
0,0,-26,0,0,0,2,0,0,0,-10,99,0,0,-32,0,0,0,0,0,0,-21,-74,0,0,0,100,0,0
100,0,-49,100,0,26,0,0,0,0,-19,-11,0,0,0,100,0,0,0,-49,-100,0,-26,0,0,-17,-43,100,0
-77,0,0,-100,70,-26,-2,0,0,0,-3,-20,-28,0,100,-55,0,0,0,2,0,0,100,0,0,0,100,-51,0
-27,0,-100,100,-70,0,0,0,0,0,0,-100,0,100,-16,93,0,0,1,-25,0,0,-100,100,4,100,100,-49,0
0,0,-65,-100,0,0,0,0,0,0,0,-42,100,-100,-11,0,0,100,0,43,0,0,0,0,-4,-15,-1,0,0
100,0,0,76,0,0,0,0,0,9,0,58,-93,0,-91,0,0,-78,100,-100,-95,60,0,0,0,100,0,0,2
0,0,0,-37,0,0,0,0,3,-9,21,97,-7,100,-35,85,100,-22,0,-72,0,0,0,0,0,-100,85,0,-2
-100,0,14,-39,0,0,0,0,0,100,0,-67,0,0,0,-14,0,0,-24,0,-100,100,0,100,0,0,-100,0,0
0,0,-65,100,0,0,0,100,-3,-20,-25,-88,71,-26,0,-16,100,0,0,0,0,0,0,-9,0,0,-67,0,0
0,0,0,100,0,0,0,-28,0,-80,-34,100,-71,0,0,-34,-100,0,0,100,0,-100,100,70,0,0,3,0,0
0,0,-15,0,0,0,0,-36,0,0,0,-100,0,-73,-93,100,-100,0,0,0,0,0,0,0,42,0,100,0,100
100,100,0,-21,39,0,0,-36,0,0,0,0,100,100,0,0,0,0,-77,100,-50,-60,-100,-35,0,-100,0,100,-19
0,0,0,-33,94,0,2,0,0,0,0,0,-59,-74,0,100,0,0,0,-17,0,0,0,0,-27,0,100,-25,-35
-79,52,100,-80,-11,32,67,0,100,0,-30,14,-41,94,-100,-45,0,0,79,-92,100,0,0,-100,-15,34,51,-31,-23
-21,14,-12,-66,-54,0,1,0,-50,0,100,-14,0,0,0,100,0,0,1,-91,0,0,100,-17,0,-30,100,100,-23
55,-51,100,0,-68,-32,-62,100,-25,0,-100,0,0,-85,32,-36,96,0,-80,87,-28,0,-100,68,0,87,65,-100,0
0,-100,-100,100,0,0,0,-48,100,100,0,33,0,-36,100,100,0,0,0,-21,0,0,0,-100,0,-54,100,4,0
-18,52,0,-84,76,0,100,0,100,-40,0,-33,0,100,-59,100,-59,0,0,0,0,0,0,0,0,-40,-9,-6,0
-37,44,-94,-16,17,0,-7,-52,-62,-36,0,0,90,28,-37,-4,-37,0,0,-56,-27,0,85,63,0,0,31,62,19
0,100,0,0,0,0,5,0,100,-24,0,0,0,-44,0,-65,0,0,0,-10,-73,0,0,-94,58,0,0,0,0
0,-26,97,100,0,0,-12,0,-62,0,0,100,-90,0,-95,-99,0,0,0,0,-99,0,3,-35,72,0,-78,0,-19
0,-11,0,-2,-17,0,-36,0,0,0,0,100,100,0,-27,-100,0,0,0,0,-53,100,0,-11,-15,0,100,0,1
0,0,-100,100,0,0,0,0,-100,0,0,0,0,-52,0,18,0,0,0,0,-8,-30,-60,100,0,0,0,0,0
0,-7,-100,0,0,0,-15,0,0,0,0,100,100,-32,-100,-100,0,0,0,100,0,0,18,-21,0,0,2,100,-1
0,-100,100,-100,-12,0,-43,0,0,0,0,16,-100,100,66,17,62,96,0,-100,0,-70,-46,25,-45,100,52,-100,51
0,100,-100,-98,100,0,0,0,-100,0,0,0,85,100,-19,-44,-21,52,100,80,0,0,0,-6,-8,-80,2,0,-51
0,0,-95,0,-86,0,2,0,0,0,0,100,86,-52,100,0,0,-100,-100,-80,0,0,0,-98,100,0,-68,0,0
0,-26,100,0,-16,0,-2,0,-1,0,0,-58,-22,-82,-11,-20,-41,-48,13,0,0,0,100,0,0,100,-16,-84,0
0,-14,0,0,0,0,0,0,0,0,0,-85,1,0,0,0,100,0,0,0,0,0,-42,0,70,-75,1,0,0
0,-100,0,100,0,0,0,0,0,0,67,-65,0,-53,0,-22,-54,0,0,0,0,0,0,100,0,-45,-38,-20,0
100,16,100,-98,-62,0,0,0,0,100,-8,-63,-100,-13,-89,65,-46,0,0,0,100,0,-58,-18,-43,92,-78,57,1
-100,-39,100,-2,0,0,0,0,0,-15,62,0,-15,0,0,-14,0,0,100,0,-36,0,0,-5,0,0,-100,1,-1
0,0,-32,100,0,0,0,0,0,-60,0,0,-29,0,55,-86,0,100,0,0,0,0,0,0,-23,0,-20,-58,0
0,0,75,80,0,0,100,0,0,0,0,5,0,0,0,-100,63,-52,-36,0,100,0,0,0,-26,-92,100,0,0
31,23,-100,76,0,100,-40,20,0,-25,8,-100,-93,98,12,-16,17,-22,-4,0,100,0,3,36,-90,46,55,64,100
100,0,0,0,0,0,-60,-20,0,0,-3,-2,-13,-12,-100,0,-51,-26,1,100,-7,0,-3,0,0,60,100,0,0
-34,100,-82,0,0,-14,0,0,0,0,0,-27,0,-86,0,-8,2,0,-33,0,69,0,0,-73,0,100,-100,0,-100
-45,0,0,0,0,-86,0,0,1,0,0,0,0,0,100,0,-31,0,-41,-99,-35,3,0,0,18,100,-100,0,0
0,-94,100,-100,100,0,0,0,-1,0,-100,0,0,0,0,0,2,0,0,-1,76,0,0,0,100,-100,-100,-64,0
-52,-17,-77,-100,93,100,4,0,20,0,33,-21,0,0,44,86,-2,60,0,0,-81,-3,0,-40,-99,-100,-100,42,51
0,100,-56,0,100,-47,100,0,-20,0,0,0,62,93,-46,15,76,0,0,0,0,0,100,0,-69,59,-29,100,59
0,-100,100,-33,-15,25,-92,0,0,0,-47,0,0,-70,0,100,-74,96,0,0,0,0,100,0,0,-100,-3,-74,100
0,-16,-100,-23,0,-56,100,0,0,0,-12,0,-62,100,100,63,0,0,0,0,0,0,-63,0,0,100,2,-37,0
0,100,100,0,5,-22,1,0,0,0,0,0,100,-100,-79,0,-2,-100,100,0,0,0,0,0,0,-100,0,1,0
0,-64,100,0,-100,0,-45,0,100,0,0,100,-55,-23,45,-61,0,-56,-100,21,-22,0,1,86,0,-54,69,-32,-70
52,-36,-42,100,100,80,100,0,69,33,0,-27,100,100,57,-28,0,0,0,65,-58,0,-100,-86,0,-11,-100,100,-73
100,57,-100,-7,0,-22,0,0,0,-33,0,0,0,-16,0,0,0,0,0,100,0,0,0,1,0,0,0,-100,-28
-17,0,1,0,0,0,-66,0,0,0,0,0,-62,-62,0,0,0,0,0,0,0,0,0,0,0,95,0,0,-39
-21,100,-29,-29,-100,-40,-100,0,-72,0,0,-48,-23,90,-10,65,100,0,0,43,-77,0,-38,100,10,100,100,0,0
0,-52,-100,0,-4,0,-2,0,-31,0,0,-25,0,100,100,1,0,0,0,-41,100,0,0,-100,-10,40,0,0,100
-3,0,0,0,0,0,0,0,-66,0,0,0,0,100,-37,-59,-3,0,0,-11,-57,0,0,77,0,100,100,0,-52
-100,0,70,0,-58,58,0,0,8,0,0,0,100,100,-43,0,95,0,0,-100,-88,0,100,-78,100,-100,100,0,-48
0,-25,100,0,0,33,0,0,-8,0,0,0,-100,1,0,0,100,0,0,-46,0,0,-13,0,0,-65,-38,0,100
-11,16,-100,-52,-100,24,0,0,0,40,0,0,-60,81,-66,-51,83,0,22,53,-84,70,-47,100,-100,100,66,74,99
0,-79,80,100,-21,-100,0,0,100,-40,0,0,70,0,100,50,2,100,0,-2,0,-19,0,0,0,94,-100,-73,-95
0,-12,-1,0,0,-33,0,0,-100,0,0,0,0,-11,100,-84,-57,0,0,-45,0,-51,-40,-100,100,66,2,-1,-60
0,99,91,-82,2,0,0,0,0,0,0,0,0,-100,100,0,100,-91,-22,0,0,0,0,0,-69,100,1,0,-44
0,100,100,-30,-2,0,0,0,100,0,0,0,68,100,0,-42,-100,-9,0,-37,0,0,0,0,-31,-100,-49,0,0
0,-51,-21,0,0,100,100,0,-90,50,0,0,-100,2,-73,100,-100,0,0,0,0,0,0,0,0,-38,-77,0,100
100,27,0,0,0,-80,0,0,-10,0,0,0,0,100,-100,0,0,0,100,0,0,0,0,0,0,0,0,0,-36
0,-23,0,0,100,-13,-34,0,0,0,0,0,-38,-56,0,0,0,0,-32,100,0,0,100,0,0,-100,-94,2,-23
-59,0,-100,0,-6,0,-36,0,0,0,0,0,0,2,0,100,84,0,31,0,0,100,-7,0,0,0,-41,94,-41
0,-82,-60,0,0,0,100,0,90,-50,0,100,100,-100,100,-37,-36,0,0,-89,0,-12,-47,100,0,-10,0,-96,0
-16,0,-1,0,-88,-7,-100,0,-90,0,0,82,-51,-2,-82,100,1,0,-99,91,0,-85,69,0,100,-67,-41,0,0
-25,-21,-100,0,0,0,-30,0,0,0,0,0,0,-100,100,0,-100,0,0,-23,0,-3,0,-96,83,0,0,1,0
100,-54,100,48,-6,0,0,0,0,0,1,-49,56,68,-12,-100,-52,0,49,-31,100,0,100,100,-90,-100,-61,-1,0
100,0,100,-48,0,0,0,0,0,0,-1,-26,0,100,100,0,100,0,-22,0,-48,0,0,-100,27,-100,0,7,0
74,0,37,0,0,100,0,0,45,0,0,-78,-69,100,-100,-7,100,100,100,-48,-1,100,-100,-4,-100,59,0,-7,5
0,0,100,0,0,100,1,1,-28,0,0,-12,-18,1,100,100,-100,-100,-39,0,0,-96,-46,0,15,-38,-25,0,0
0,0,0,0,0,-45,-1,0,-17,0,0,0,-18,-71,-12,0,-100,0,0,0,0,88,0,100,0,-36,1,0,0
100,0,-38,0,67,0,0,-1,0,0,0,-17,1,1,-41,-100,-42,0,0,0,0,-49,-69,0,0,100,-100,0,-5
-100,0,-32,0,96,1,0,0,0,0,0,0,-1,-29,100,-81,100,0,-88,0,-51,0,100,0,-9,0,0,2,0
-100,0,0,77,-98,29,0,0,0,0,100,0,0,-100,0,-100,-100,0,0,100,100,100,0,-45,-26,-100,81,76,0
0,0,100,0,-28,100,0,0,0,0,-100,98,100,-100,-100,-28,-45,0,0,-100,-31,0,-94,0,51,0,1,0,0
-100,0,-47,-71,0,-67,0,0,0,0,0,-19,0,-19,-100,-2,-30,0,91,0,-8,0,100,-18,83,0,0,12,100
0,0,0,0,-37,-55,0,0,0,14,0,0,-100,-57,0,100,0,0,0,2,0,-35,-10,-37,100,0,-97,-90,-100
-74,0,0,-6,0,0,0,0,0,-14,0,100,0,0,-35,0,0,0,-32,-2,0,0,2,0,6,0,100,0,0
0,0,-2,0,0,0,100,100,12,0,0,0,0,-11,-100,100,1,0,0,0,-61,0,0,0,-1,0,-100,0,0
0,0,0,0,0,55,2,100,-12,0,0,-52,100,-100,-47,100,100,0,-41,0,0,-54,-23,0,-87,0,100,0,100
0,0,-100,0,0,0,0,0,0,43,0,0,-5,-100,100,0,4,0,-18,0,0,0,-75,100,0,0,-40,1,-100
