AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
0,-100,0,87,-74,61,39,47,0,15,100,-14,2,63,-54,100,0,-100,0,38,-100,-100,-23,0,57,0,-100,0,0
100,-92,0,100,-26,-61,100,0,0,-55,-75,-66,100,-63,100,-16,0,100,100,-100,100,-37,9,0,-57,0,1,0,-18
0,0,0,0,0,0,-83,-47,0,0,0,0,-2,0,0,-23,0,-1,-100,1,0,2,0,0,68,0,100,0,0
1,0,0,0,100,100,-100,0,0,0,9,0,0,100,0,-100,-100,0,0,0,-100,-100,0,0,0,0,-100,0,100
100,0,0,100,-20,-54,100,0,0,100,-100,-22,-40,100,100,0,0,1,0,0,-20,-100,-35,0,2,0,-75,0,-100
0,0,0,0,-30,-46,0,0,0,0,68,100,-59,-86,0,-100,-46,0,0,2,-49,0,0,100,0,0,0,0,0
100,0,0,1,100,0,100,0,60,20,-81,-100,-58,-100,100,100,0,-49,0,-100,0,0,100,-100,-44,0,0,0,65
51,0,41,23,100,0,41,0,-60,-20,-100,-85,78,48,-13,-100,-20,0,0,100,0,100,84,0,5,0,100,2,-62
-100,0,-41,0,0,0,-11,0,0,90,0,0,0,0,100,-100,-38,0,0,-89,0,0,-19,0,0,0,0,-2,0
0,0,0,-100,100,0,-16,0,0,-51,40,0,0,1,0,0,-4,0,0,-100,0,1,0,0,0,0,0,0,100
0,0,100,0,-20,0,-36,0,0,-98,-45,0,0,-63,100,0,0,100,0,1,0,0,0,0,0,71,0,0,-100
0,0,-23,-100,-56,100,-36,0,12,0,75,0,-78,0,-9,-61,0,0,100,0,0,0,-63,0,-13,72,1,100,-100
0,0,-30,0,14,0,-10,0,-12,-3,0,0,100,0,100,0,0,-50,0,0,0,0,-55,0,0,0,0,-100,0
0,0,-17,-100,-53,100,-100,0,0,0,-63,0,-17,0,100,0,0,-100,0,0,0,71,0,0,100,0,-14,0,0
-100,0,-13,0,-82,100,-100,0,0,0,-12,0,-83,100,0,0,0,0,0,-100,0,0,1,0,0,90,-87,0,100
100,0,0,-6,-37,-100,-2,0,100,0,48,0,0,-100,100,82,2,-19,-83,-100,0,1,0,0,0,0,0,0,-81
26,100,0,40,-97,-100,-10,40,-100,92,-26,0,0,91,-18,100,-2,0,-17,-5,94,100,-3,0,-100,0,0,100,-100
0,-3,-17,-43,0,-100,2,0,100,0,100,0,0,-91,72,-50,0,-100,0,0,0,-48,100,0,-18,0,0,-100,100
0,0,0,0,0,84,0,-40,-15,-47,0,0,0,0,-40,0,0,0,0,0,0,100,-53,0,0,-39,1,1,100
-61,100,100,0,100,-84,92,37,-85,-14,-100,0,100,0,-64,-100,0,0,0,1,100,-56,-79,0,0,0,-1,-1,100
100,88,0,0,0,0,3,0,0,0,0,0,-59,0,0,0,0,-69,0,0,0,0,-79,0,0,0,0,0,0
0,0,-54,-88,0,100,-63,0,0,-100,0,100,100,0,22,-32,0,-24,0,0,-100,100,100,0,0,0,0,0,100
0,-100,100,0,-11,-54,-2,-7,0,0,-22,0,100,0,1,0,0,16,0,-1,100,-75,-100,0,0,0,0,0,100
100,-100,-1,0,0,-46,-11,-29,0,0,0,100,8,0,0,0,0,100,0,0,-2,0,-98,0,0,0,100,0,-90
-35,0,-30,-14,-1,0,0,-1,0,100,18,-100,1,0,-17,0,0,-100,0,0,100,-45,0,0,0,0,1,0,0
99,-85,-59,69,-100,100,100,0,0,-77,-18,-100,100,100,-100,0,31,100,0,0,-88,-41,100,0,0,100,-9,100,100
-100,0,-32,-53,100,-100,-44,0,0,100,0,0,-100,0,0,100,1,0,100,0,0,16,-16,0,0,-100,0,-89,0
0,0,-24,-16,-100,0,100,0,0,91,0,0,0,-84,100,0,0,-100,-55,1,100,0,-70,0,0,0,0,-11,0
-72,0,0,100,100,0,3,100,0,57,0,0,100,-16,-35,-84,98,-23,0,0,-100,-29,0,0,0,-100,100,0,-100
0,0,100,-100,0,0,1,-100,0,0,0,0,0,0,-100,-16,-56,-26,-45,0,0,0,0,0,99,0,0,0,100
0,100,0,0,-95,0,-100,0,0,-46,100,0,100,0,-100,43,-71,0,100,-1,-100,-45,0,0,0,-76,2,100,100
100,-61,78,0,-12,0,100,0,0,38,-30,0,-85,0,-100,100,-3,0,100,100,-100,64,80,0,-28,0,-84,74,-100
0,0,0,0,0,0,-33,0,0,0,0,0,0,0,100,0,0,0,-15,-43,0,0,36,0,-15,-18,-29,-40,0
-28,0,0,0,0,0,-42,0,0,58,0,0,0,100,-100,-14,1,0,-100,0,100,-83,0,0,0,0,0,100,-11
0,0,-29,20,0,0,-100,0,0,0,-25,0,0,-54,0,100,0,0,0,0,100,0,-89,0,-56,100,0,2,-100
0,71,-32,0,0,0,0,0,0,-59,0,0,-8,0,100,0,-1,0,0,100,0,-33,1,0,0,0,100,-73,-57
88,-99,-92,-14,0,0,100,0,0,-100,-45,0,-34,100,26,-83,30,100,67,100,-56,-70,93,97,88,-100,100,75,100
-27,0,-25,0,0,100,-100,0,100,-100,76,0,100,100,0,0,-30,0,2,1,-73,94,100,0,-88,0,-54,-15,0
-44,0,0,-6,0,-77,100,0,-8,-41,0,0,0,0,0,100,0,-100,0,85,99,100,-100,59,0,0,0,0,28
0,-11,0,0,100,5,0,0,0,0,-76,0,0,0,100,-57,0,0,0,100,0,0,-60,0,0,0,0,-100,0
0,0,100,0,-27,100,-81,0,20,0,0,0,0,2,-100,100,0,0,-100,0,0,0,-100,-100,0,0,0,0,100
0,0,-24,0,-73,80,4,0,-55,0,0,0,0,-61,100,0,0,0,-54,0,100,-24,0,0,0,0,0,0,-99
0,76,-22,0,0,-63,-100,0,0,0,0,0,0,-7,100,-9,0,0,0,-100,0,0,100,-56,0,0,-100,0,-3
-16,0,52,0,0,0,0,0,0,0,0,0,-1,0,100,-77,0,0,0,1,0,0,0,0,0,0,-100,-100,0
-88,0,-15,0,0,100,2,0,0,52,0,0,-100,-100,-100,0,0,100,0,-40,0,0,-10,0,0,0,0,-4,-100
-32,0,-89,0,0,-100,-100,0,0,0,0,0,-85,-32,0,100,100,38,0,100,100,0,0,0,0,0,2,0,-5
0,0,100,0,0,-100,-100,0,-47,37,0,0,0,-7,0,-84,-58,0,0,1,100,-16,-100,0,0,0,0,0,100
0,0,-100,0,99,-7,1,0,0,-9,0,0,-14,-41,0,-100,-42,100,0,-8,-25,0,-100,0,0,0,100,0,100
-75,0,0,100,0,100,-21,0,98,-60,0,0,0,100,0,-100,0,0,0,-100,0,-51,-94,0,0,0,2,0,0
-97,0,0,0,69,100,0,0,-80,0,0,0,-92,0,0,0,0,100,0,0,-100,0,-100,0,0,97,0,-3,-48
0,100,0,100,0,-100,0,0,-24,-35,0,0,100,-100,100,-9,0,-100,0,0,-41,19,-100,100,0,0,100,-4,-34
-15,33,-2,-100,-26,87,21,52,7,-81,6,0,-100,0,100,0,100,-18,0,-100,98,100,-67,26,0,-61,42,-12,14
100,-78,100,0,-16,-100,100,0,-11,0,-6,0,-59,100,-100,-10,0,22,0,0,0,-100,0,0,100,0,100,0,0
-19,0,0,72,-9,100,100,100,0,-88,0,0,0,100,-100,0,-100,0,0,0,-19,100,0,-48,-58,0,0,1,100
100,0,100,100,-24,0,0,100,0,-10,0,0,64,-100,-100,0,0,100,0,0,-100,0,-77,-78,-42,0,0,-1,0
0,-100,0,-47,100,-57,100,-100,0,0,0,100,-98,0,100,0,0,-17,0,100,0,-29,0,100,0,0,-32,46,-47
-100,-31,0,-100,100,0,0,100,0,76,0,-100,2,0,100,0,0,0,0,100,0,0,0,0,0,0,0,-46,-100
0,0,100,0,-100,0,0,2,0,-41,0,0,-40,-100,100,0,0,0,0,-100,0,-28,-100,0,59,100,-26,0,-53
0,100,-12,-100,-80,-5,0,0,0,0,0,0,0,0,0,0,100,0,0,-38,0,100,100,-44,-35,0,100,95,0
-43,0,-16,-25,-43,-100,0,-12,0,100,0,100,0,100,-100,0,0,0,0,-100,100,-100,1,0,-24,81,-100,100,-70
0,0,100,0,0,-24,-44,0,0,-24,0,100,0,-83,-71,0,1,-96,0,0,84,-91,-12,0,0,-42,100,-4,100
100,100,0,0,0,-39,-100,-82,0,53,0,-100,2,-17,-66,0,-79,-94,0,100,0,0,-100,-19,0,100,100,100,0
100,100,-1,0,-28,22,-36,-61,0,-72,40,-8,85,100,-77,0,-22,22,0,-100,-100,-67,-100,-37,11,75,-100,-33,-34
-100,-100,100,0,-19,-22,-100,-88,0,-93,49,-92,-87,100,72,0,0,100,7,100,91,-100,-100,87,-11,100,24,-43,-23
100,100,0,0,100,0,-95,-11,0,-100,-40,71,0,-100,0,100,1,0,0,-39,0,55,0,-87,0,100,-100,-66,100
-84,-100,-100,0,39,45,100,97,0,-8,-49,-71,0,19,-70,-42,-1,-44,100,100,-32,8,-93,0,0,64,-62,68,-4
100,12,61,17,13,-45,18,-61,0,100,100,49,0,-100,-63,-58,100,-89,42,-100,59,-100,0,0,0,-100,-6,74,100
100,0,0,100,0,0,0,-36,0,-21,-100,-20,0,100,0,100,-100,0,-26,100,-100,0,2,0,75,-39,100,100,-25
-100,100,0,53,-88,0,-100,0,0,0,100,0,0,-11,0,-54,0,-20,0,0,0,-28,0,0,-54,0,1,-92,100
64,0,-100,0,78,35,-100,0,0,-100,0,0,75,-100,-100,-46,0,0,53,-100,-70,100,64,0,-16,100,60,100,65
100,-100,0,0,0,98,-14,0,0,0,0,0,-75,0,-97,0,0,0,0,0,0,100,0,0,0,0,-100,2,0
100,-100,-100,100,-100,100,0,0,100,0,0,-29,98,-8,-22,0,0,-36,0,0,0,-10,-66,0,0,-1,-33,0,0
-100,-95,0,100,-65,100,0,0,0,0,34,0,-98,0,0,0,0,0,-100,-38,100,-53,100,0,-5,0,-69,2,-15
0,100,-100,0,0,9,2,0,0,-3,-35,0,0,0,0,0,0,0,0,0,-23,-5,0,0,0,-12,0,0,100
100,-100,0,-90,0,-100,0,0,100,-43,-1,0,100,100,-100,8,0,100,0,-88,-56,0,-53,0,100,93,-100,-100,0
100,-11,-99,-80,0,0,100,0,100,-10,-6,0,100,0,-100,-8,0,-100,0,0,-100,0,0,0,100,15,2,100,100
0,-6,100,0,0,-100,0,0,100,0,83,0,0,2,-100,100,0,0,0,-29,0,-100,0,0,-34,-44,0,-100,100
0,0,-75,-100,0,0,0,100,-100,0,88,5,87,-73,-100,-100,2,0,-2,0,100,0,-47,0,100,-100,100,-100,0
-10,0,100,-100,0,100,-65,-100,-22,0,81,0,1,-29,1,0,-2,-7,-28,100,-100,-32,0,0,0,0,-100,0,100
100,0,-20,0,0,100,-23,0,0,0,-98,0,0,1,-79,100,0,0,0,0,0,0,0,0,18,-37,-65,0,0
0,0,0,0,49,-100,-14,65,-19,62,-100,0,54,100,-42,-87,0,0,-46,100,-100,60,52,0,100,39,100,3,-100
-16,0,0,0,0,31,0,-65,-100,100,0,0,-100,-49,-2,-13,1,-61,0,100,0,0,-52,0,-3,-20,0,100,100
0,0,0,100,100,-100,3,0,100,-100,16,0,-100,-8,0,0,0,0,0,-97,100,-60,0,0,0,-25,0,100,0
-3,0,-16,73,0,0,0,0,0,-32,0,-5,0,-44,100,0,0,0,0,-98,0,0,0,0,0,0,0,0,-56
-100,100,0,0,87,-100,0,0,100,17,-2,0,100,100,100,0,-1,77,0,-100,-100,82,1,0,-45,-100,-100,-45,-43
-100,-91,0,0,0,-73,-3,100,0,23,0,0,-100,-100,100,0,0,-77,0,2,100,-82,-1,0,100,0,0,-59,0
-2,-9,-70,100,-76,0,8,51,-23,-70,-100,0,94,0,-100,34,95,0,39,86,-100,27,90,64,11,100,-10,-1,100
100,0,100,0,1,0,-8,0,-43,0,100,0,-100,0,-14,-32,0,0,-39,-21,-100,-11,100,-64,0,56,-57,-7,-22
-100,0,41,100,-37,0,100,99,-24,0,-50,0,-100,0,100,0,0,0,0,-100,-40,100,-61,0,-24,0,0,0,100
0,0,0,-61,0,0,0,-77,-100,0,100,0,-36,100,100,100,-92,0,0,0,0,100,63,0,-100,0,0,-100,0
-20,2,-100,-78,-88,0,-100,54,-31,0,47,0,0,-64,1,-15,20,0,0,100,100,-100,-100,0,-67,-76,0,100,-16
87,50,100,-100,100,0,0,-45,-100,7,55,0,0,-36,1,-5,-23,46,0,-100,100,-100,93,44,0,0,100,-62,100
0,-52,0,100,0,0,100,0,0,-7,0,0,0,2,-99,0,0,35,0,100,-57,-16,100,-44,-100,100,100,0,100
100,0,13,0,100,100,1,-30,100,0,-6,45,0,-2,-100,-47,100,61,0,100,-81,0,100,0,-100,-100,100,-100,-100
-100,0,-100,0,100,-100,-18,100,-100,0,0,100,82,100,-83,100,100,-100,0,1,100,0,0,0,0,0,-21,-100,0
0,0,100,-100,-80,100,100,0,0,0,-92,100,-82,-85,100,-92,-31,93,100,0,-76,0,0,0,0,0,-100,100,-43
-100,0,100,100,100,-95,100,-35,-38,34,-100,1,0,-15,0,0,-40,0,-72,100,-9,0,0,0,0,0,2,0,100
100,0,-15,-100,0,100,-100,-53,4,0,0,-100,0,0,0,-43,0,0,-28,0,0,0,-11,0,100,0,0,0,-85
-28,100,31,-78,-61,100,-95,100,38,36,-71,0,0,100,-38,0,65,-59,42,100,100,0,-100,0,-100,-60,100,-100,82
-100,0,78,0,100,100,0,-69,-42,-52,-42,100,0,-100,-16,0,0,0,-42,0,0,0,100,0,-56,0,100,1,0
0,-25,-100,100,96,0,-88,-43,0,0,-1,-37,0,0,-100,0,-68,0,0,0,0,0,0,0,0,0,100,-33,100
-59,-75,-10,-100,-100,100,100,-26,0,100,0,-46,0,100,-52,100,100,0,0,-59,0,17,0,0,0,-100,-58,100,100
45,0,-100,100,-8,-100,-38,100,0,-80,0,0,0,100,0,82,-100,-4,0,-4,96,0,0,0,84,-100,-50,100,-100
100,0,-100,100,-12,-100,-43,0,0,0,0,100,0,100,0,100,-100,0,0,-100,78,0,-100,24,-84,-99,100,100,100
100,0,-56,1,0,-14,-11,-31,0,0,0,-51,0,100,0,-66,-26,100,0,100,1,100,-65,-24,0,0,1,-36,-99
-24,0,0,-51,100,-5,0,-100,0,0,0,100,0,-67,0,-30,0,-18,0,1,0,-26,69,0,0,0,-30,-93,-29
0,0,0,100,0,0,2,-95,0,0,0,-21,0,-100,0,-34,0,-59,0,-100,0,0,-29,0,0,80,-34,-78,100
100,0,100,-24,0,100,14,0,0,-38,0,-57,0,0,0,0,0,0,0,-9,0,-47,-88,0,0,0,0,-15,-24
87,0,12,-100,-100,-100,-24,11,0,0,0,100,0,100,57,86,84,-95,0,18,11,100,-89,0,64,-68,-20,21,-100
0,0,-52,100,69,100,59,-11,85,0,0,-96,0,-100,-57,-100,48,20,0,-63,-100,-6,100,0,5,71,-100,-63,1
100,0,-30,0,-100,-100,-59,100,100,100,0,0,0,100,0,-86,-100,0,0,0,0,26,0,100,0,-100,100,-36,-100
0,0,0,0,0,0,0,0,-29,100,0,-100,0,0,0,0,0,0,0,1,-34,-56,0,0,0,98,0,0,-100
0,100,0,100,-82,43,0,0,-37,-3,0,-89,0,-35,100,0,1,-20,0,0,0,0,-32,-100,-4,0,-32,100,-20
100,0,0,-23,0,0,0,0,0,0,100,0,0,-100,-100,73,-19,0,0,1,100,-100,0,0,-65,-43,0,0,-64
100,-51,-64,-95,-100,-90,64,38,48,-100,-53,-49,0,-100,0,-91,33,64,0,5,100,100,-10,0,0,100,73,100,35
-3,100,0,0,0,75,-55,0,0,0,-22,100,0,-98,0,0,0,100,0,100,-72,0,0,0,0,0,-100,0,-77
100,89,100,0,100,0,100,-49,-68,-12,-25,-100,0,0,0,0,-47,-100,0,-50,-100,-100,100,100,100,0,-100,0,-100
-100,0,-84,0,-7,-100,28,100,-36,-85,98,0,0,0,0,-34,0,-64,92,100,100,100,0,-100,100,-16,100,-88,-100
0,-92,-16,86,-20,0,-20,0,-52,0,0,0,0,0,0,0,0,0,0,-49,0,-27,0,0,0,100,100,-19,-20
100,-61,100,100,-56,-17,-100,100,-11,0,-98,0,0,0,23,0,100,95,-17,100,38,19,100,0,-100,-63,-100,-93,-55
100,0,100,6,-100,-97,3,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,-3,0,0,100,100,100,0
-47,0,0,-100,-75,0,-20,-60,0,100,0,0,0,0,-23,0,2,0,34,-100,100,-100,-75,0,100,-100,100,-100,-9
52,-67,0,-52,0,100,0,-100,100,0,0,0,0,0,0,0,-37,0,0,-100,0,0,100,0,-100,0,1,100,100
100,0,-9,100,100,-100,0,1,0,-100,0,0,0,0,100,0,0,-47,100,-100,-100,100,0,0,0,69,-83,0,0
0,100,0,-18,60,0,2,-81,0,0,0,0,0,0,0,0,-58,0,-13,-30,100,-7,-100,0,-100,0,-18,0,100
0,0,0,-19,0,0,0,-49,0,0,0,0,0,0,-100,0,0,0,0,0,54,0,-34,0,0,0,0,0,100
0,100,0,-100,0,0,-2,0,-92,0,0,100,0,1,0,0,-7,0,0,1,0,0,0,0,0,-28,100,-11,0
-100,15,0,0,0,0,100,0,-8,0,0,-47,0,-1,0,100,1,-48,-27,-1,100,-42,-78,0,0,0,100,0,0
-27,22,19,-88,100,0,54,0,55,0,0,-53,3,24,100,-100,-1,28,-100,0,-100,-51,-67,0,0,-48,-26,-89,17
40,81,-100,58,-100,0,100,0,-55,0,0,14,100,-24,64,0,0,9,-58,100,-88,63,16,86,35,24,-12,33,100
-39,26,100,-100,-100,0,0,0,0,0,0,-14,-95,0,-100,100,1,0,0,100,100,-63,-38,-73,100,0,100,0,-46
-20,-59,-40,-100,-52,100,100,0,0,0,0,0,-8,0,-32,-52,-1,0,-11,0,84,0,-51,-13,0,0,100,1,100
0,-100,0,-37,-8,0,-55,0,0,0,0,0,100,0,0,100,0,-8,31,-11,-100,100,0,0,-52,100,0,0,100
52,100,0,100,0,-100,97,0,100,0,100,0,-65,0,-24,-100,1,100,-31,-98,-100,0,100,100,-83,-100,100,100,-67
