AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
-67,0,29,-2,0,100,-29,-100,100,81,100,1,-76,0,-40,100,38,-100,-28,100,0,-23,-100,0,-100,0,0,0,-55
0,0,100,0,0,-100,100,100,0,8,100,-100,72,0,-29,-81,1,-100,-10,0,100,100,0,80,-52,-54,0,0,-10
0,0,100,-56,0,100,100,-99,-13,100,-27,-1,24,1,0,-54,-100,0,100,0,-100,0,0,-80,0,-98,100,100,0
0,100,-100,0,0,-71,100,0,0,0,-100,0,100,0,0,0,0,0,-100,100,-90,0,0,61,0,97,100,0,100
0,-6,-44,100,100,-100,0,-33,21,0,0,0,-26,-1,0,0,-100,0,0,100,0,0,-11,-61,0,-64,-17,2,100
100,-94,-56,0,100,-68,-56,-60,100,-33,0,0,-29,1,-100,1,-82,0,-73,0,92,0,0,0,0,35,-4,98,93
-12,0,-100,0,0,0,0,0,0,0,0,0,0,-1,100,0,0,0,0,0,0,0,83,0,0,0,0,-1,-93
0,100,0,-100,-100,-100,100,100,-67,0,42,100,-100,0,-100,76,0,100,-46,-100,0,71,100,0,0,100,-100,-100,-100
0,-100,-100,0,-100,-30,100,1,100,34,0,-31,-23,0,0,0,0,100,100,0,0,-46,-100,0,100,-56,-11,-59,0
54,100,100,-100,100,-100,100,100,33,-55,-49,-36,3,0,80,100,89,-66,-100,-75,-36,-61,63,0,79,-100,100,-40,-100
-82,-15,100,-85,0,100,0,-100,100,0,-100,100,100,2,-100,-57,0,-22,-34,-95,100,100,0,0,-86,72,-28,100,100
63,-85,-100,0,-100,-100,-42,75,52,-37,-4,-77,72,73,100,-16,-89,-81,-100,-5,-93,93,100,14,-93,68,90,34,-100
100,34,-38,90,0,-26,-6,83,-66,-68,1,6,-54,-75,100,100,0,53,61,-100,-13,-100,100,100,96,55,-100,100,93
100,0,-100,100,0,-14,-100,-100,82,-22,100,-62,-100,0,0,0,53,58,0,29,-100,-100,84,0,-96,100,62,-100,69
100,-34,-33,-22,0,0,0,0,100,73,1,0,0,0,-100,0,0,100,-82,-100,0,0,0,-14,0,-66,-51,-88,0
-32,0,0,0,100,0,-20,-100,41,0,-6,0,-25,0,0,0,1,0,0,100,100,-18,0,-100,0,-33,-100,-46,-68
0,0,0,-100,-100,100,0,100,0,100,-82,0,-100,0,100,-100,-14,-72,-99,4,-21,-11,100,0,93,-39,-41,0,100
-65,100,0,-68,0,100,71,-100,-100,14,100,100,100,0,100,39,-40,-100,0,-100,6,42,-61,0,-93,-100,45,95,-100
100,100,0,0,0,-100,0,0,-36,-57,0,37,-61,0,-28,1,0,0,100,0,100,0,100,0,0,-100,-45,100,-94
0,0,100,0,0,-100,-25,0,0,0,0,0,0,0,-100,100,81,0,0,-51,100,0,-26,0,0,-100,0,0,100
1,-100,0,0,100,0,100,100,-100,90,0,0,-56,0,-100,-90,-54,0,-84,0,100,100,-53,0,0,0,100,0,-43
0,0,0,0,-10,100,-15,1,-100,52,-47,0,-17,0,-100,0,-27,0,-16,0,0,0,0,0,0,100,100,-100,-45
0,100,0,100,-52,100,-80,0,-90,-100,0,0,0,100,0,1,1,100,0,0,0,-100,-3,0,0,-75,0,0,-12
-52,-100,-100,-27,-4,-100,47,-100,100,100,77,77,0,100,0,-100,-1,-100,84,0,-62,100,0,0,100,-87,0,-95,0
-100,-100,0,0,-34,-100,0,0,100,61,-42,0,100,-100,81,-55,0,100,-18,0,0,-18,99,0,0,-5,0,6,0
-100,0,42,-39,0,59,10,-32,100,-65,-77,3,100,-75,24,0,0,100,-9,0,-100,36,100,0,-100,76,100,65,0
100,0,-26,100,0,-59,-100,7,13,-100,-100,-77,95,100,40,0,0,100,100,0,-100,94,4,0,0,-48,51,-71,100
-100,0,-16,0,100,100,0,0,100,0,-42,-26,-100,-53,-100,100,0,0,-68,0,0,26,100,0,0,-26,2,0,0
-100,55,0,100,-86,-96,-32,-13,-100,77,-100,52,21,61,97,-100,0,-100,-64,100,-100,100,-89,100,100,-2,-20,100,54
26,100,0,-24,100,-4,-21,5,89,-100,-48,-96,100,-100,-100,100,12,-24,-25,-100,-78,100,-100,-39,8,100,-100,100,-100
100,-28,0,100,0,0,-40,0,-100,100,100,0,-100,1,100,100,-12,-89,0,0,-16,100,-58,-51,-92,58,0,-91,0
-54,-72,0,-100,32,29,-21,-27,40,-23,-78,-70,46,-34,100,-22,0,-51,17,97,59,100,32,-10,-1,57,-90,13,86
100,-4,0,0,-100,-29,1,0,-100,-100,80,100,82,59,100,-100,96,-9,-17,-97,92,42,0,0,-15,100,-88,-6,-86
-75,100,0,-62,81,0,-100,0,-100,100,-31,100,-27,100,-86,-78,-96,0,0,0,-9,92,-100,0,0,-31,-55,41,0
0,100,0,0,0,0,-100,54,0,0,-100,-86,-81,-100,0,0,0,0,0,0,0,100,0,0,0,100,0,1,0
0,0,0,0,0,0,0,-54,-47,0,0,100,-61,-59,-100,0,0,1,0,0,100,0,-28,0,48,-30,0,-100,-42
100,-40,0,-100,0,100,-100,0,-82,0,-21,-100,100,0,-7,0,0,0,0,0,41,-82,100,0,100,-35,0,2,0
100,0,0,89,-56,-100,-43,0,0,-71,0,-100,-68,100,0,0,0,0,0,0,-80,16,60,0,100,-8,95,100,93
0,100,0,26,-71,0,0,0,0,0,0,-14,0,3,-100,0,0,100,0,0,-90,-16,0,0,0,0,-48,-100,100
0,0,100,100,0,0,-41,0,0,-31,0,0,-38,95,-89,0,0,-68,0,0,0,-100,0,0,0,100,100,0,-100
0,-46,0,0,0,0,0,0,-100,100,0,0,-62,26,0,0,0,0,0,0,-100,100,0,0,0,0,-4,0,100
0,-100,100,0,0,0,-100,100,0,0,0,0,-45,-100,0,0,0,0,0,0,-13,-42,1,0,67,-61,0,0,100
0,100,-76,0,0,0,-57,-80,0,-54,0,0,-15,1,0,0,0,-100,0,0,0,-39,0,0,93,100,-41,-60,-51
0,0,100,11,0,0,0,0,1,0,0,0,-47,0,0,0,0,0,0,100,0,0,0,0,-72,0,-100,0,100
-27,0,-75,-100,99,0,100,-20,100,-100,0,100,0,100,0,0,0,-60,0,100,0,100,100,7,-37,-45,-2,0,-100
0,0,0,35,0,0,1,0,0,0,0,100,0,0,100,0,0,-58,0,0,0,0,-36,-7,0,0,0,0,-100
-100,91,0,53,-63,0,-17,0,-100,-11,0,-85,100,-100,-100,0,0,100,0,-100,0,100,-27,0,0,0,2,86,100
-23,-100,-11,0,0,0,-84,0,42,-35,100,-15,-8,-100,0,0,0,0,100,100,0,0,-45,0,0,-40,1,100,0
-100,-100,-100,100,-36,100,0,0,100,0,-29,0,48,-25,0,0,0,-59,0,100,0,-13,100,0,-100,100,100,0,-2
0,91,-38,-100,0,100,0,100,-100,0,-71,0,100,100,100,0,0,100,-51,1,75,1,0,0,-100,-100,-7,0,84
13,-43,100,100,0,-78,0,-44,77,100,0,-100,-85,100,-93,0,22,0,94,-100,-75,77,-28,100,-81,-100,-81,-20,-14
100,100,54,-34,0,0,0,-56,0,0,0,0,-100,0,-7,0,0,0,0,-100,0,0,-35,0,0,100,-15,1,0
100,100,-75,100,0,-100,0,0,100,91,0,0,100,-100,1,0,-22,-100,0,-100,0,-71,-97,-100,9,-1,0,-100,-99
0,0,0,-57,0,0,0,0,0,0,0,0,0,-100,0,0,0,58,-20,-1,0,-15,0,0,0,0,0,0,100
0,100,-79,100,29,0,0,0,0,-87,0,0,-100,100,-1,0,0,-100,-100,0,100,0,100,0,-27,0,100,-67,0
-17,-83,0,-91,-29,100,0,0,6,-100,0,1,-55,87,0,0,47,-100,-23,0,100,-60,-89,100,0,-33,-10,100,-77
64,-100,22,-92,100,-60,0,31,-100,-79,0,33,0,100,18,46,27,18,0,100,100,-3,50,61,21,23,-65,100,-2
42,-100,100,82,100,100,0,-12,0,0,60,-22,100,100,0,0,0,0,0,-12,-100,-64,-82,-100,0,100,-25,0,0
-67,-35,-25,-100,25,-100,0,55,-100,100,-60,-9,82,-100,-18,-46,-74,-61,0,-72,-42,-10,-100,42,-21,100,0,-81,100
100,-100,0,100,-39,0,0,69,0,0,0,-3,0,-48,0,0,0,0,0,100,100,0,100,-76,0,100,100,100,96
0,-86,-35,100,0,-62,0,100,-14,-100,0,0,1,-38,0,89,0,100,0,0,0,-14,100,-27,0,0,-69,100,0
-100,0,-62,36,-100,0,0,-100,-100,-39,54,72,48,-79,0,-72,0,-100,0,7,49,-100,100,100,0,-67,-25,17,100
29,11,100,100,3,0,0,-100,-60,-52,-14,7,-100,-43,0,0,59,0,23,43,100,100,-28,14,0,-100,-6,100,-100
-15,0,100,-100,-18,0,100,-43,100,45,0,0,0,0,0,-13,0,0,-23,1,-59,-100,0,0,100,0,0,100,100
0,-11,0,100,-71,0,100,32,-89,89,-40,-79,-53,-79,100,0,100,0,0,0,0,100,0,0,-100,0,0,100,100
0,0,0,0,0,31,-100,-22,1,0,0,0,-2,0,0,0,-63,0,0,100,0,0,0,0,0,-77,0,0,100
-10,0,-100,-100,100,-31,-100,-10,-100,100,0,0,100,100,0,47,-28,100,0,-100,-4,1,-28,-65,0,-60,0,100,0
0,0,0,-18,0,0,0,0,-100,-28,100,0,-27,-53,-35,100,-46,0,0,-4,2,-31,0,0,0,-3,1,100,0
-25,0,-100,-100,100,57,100,0,100,0,0,0,-21,100,-65,-100,100,0,91,100,-99,-100,-6,86,0,-71,-1,100,100
100,0,100,-80,100,0,100,0,88,0,48,0,-44,-100,0,-51,-54,-4,-91,-100,-19,99,-100,1,0,-22,0,-54,-74
0,0,-10,0,0,0,0,0,0,-77,0,0,0,100,0,0,0,0,0,0,100,-9,1,-46,14,0,0,0,0
100,0,100,100,100,58,0,0,-57,-100,-100,0,0,100,100,0,-68,-29,0,100,-100,100,95,-90,-14,-100,100,100,17
0,71,-100,-100,-100,100,1,0,-78,0,100,0,0,-78,-53,0,100,-67,0,0,0,1,100,0,0,100,-76,-100,0
100,100,-90,-68,100,-100,90,0,0,0,-100,0,-84,0,0,0,0,100,0,-100,-100,0,0,0,100,0,-24,0,0
0,-43,0,-100,0,0,-50,100,-33,0,100,0,100,-47,-47,0,-50,100,0,0,100,-71,-21,0,0,-100,0,7,-100
100,0,0,-100,-29,-51,100,-10,1,100,0,0,0,-100,0,0,0,0,0,-86,0,-71,0,0,88,-71,0,-90,-37
100,-79,0,100,-39,100,71,-83,-9,-53,-45,100,14,8,31,100,-32,-100,0,-77,100,-100,100,83,-79,-51,0,-100,-85
0,59,100,-32,100,-70,-5,-7,100,-50,-77,-13,100,3,100,-99,0,100,0,100,-79,-61,0,-83,-37,100,100,-29,0
-48,100,100,-73,-100,-16,-100,71,100,-22,0,-36,-100,-33,100,-1,0,0,100,0,0,0,-21,0,-51,100,0,1,-100
-67,-16,-100,50,0,100,1,100,-100,-78,-26,0,-40,100,-71,0,0,100,0,0,88,-100,-74,0,-21,100,100,-100,100
100,0,100,-41,-47,100,-100,0,-32,44,83,100,-74,-5,-20,52,-18,-100,-64,100,-81,0,-100,0,0,-97,-48,-100,100
100,0,0,-16,0,100,-71,-1,100,57,0,-96,0,0,-100,-43,0,-100,-16,4,0,-65,-30,0,100,-100,-22,0,0
0,100,-100,-28,100,0,100,-43,0,49,-13,-42,1,-95,100,-9,0,0,0,1,0,0,0,0,-100,0,0,0,0
100,-100,100,0,80,100,-11,-100,-36,-88,0,0,100,0,0,0,0,44,0,-21,-100,-100,100,0,0,-33,-100,83,100
0,-17,-47,0,0,1,0,0,0,0,-70,0,100,0,-100,0,0,0,0,-24,0,-37,-100,0,51,100,-30,0,100
77,-98,-1,0,-81,-100,39,-13,-100,-5,71,-13,0,100,-40,0,100,-100,8,100,100,42,94,0,-51,9,100,77,-24
0,100,-53,0,100,-100,2,0,-100,0,-71,0,100,0,0,0,-79,0,-3,100,30,0,-86,100,0,100,100,100,0
-19,0,0,0,0,0,0,0,-100,95,0,0,0,0,0,0,-21,100,-25,0,0,-100,0,0,0,-36,100,-1,-100
-100,-7,-48,0,-51,0,-100,-14,100,100,0,100,1,-100,0,0,0,4,0,1,-53,0,-100,0,100,-100,-100,-100,-100
0,-62,-51,0,100,0,-87,0,-22,38,0,-65,2,0,0,0,0,-91,0,-56,100,-13,0,0,0,0,-100,0,100
-100,100,0,0,0,12,3,0,-100,0,0,-29,-34,0,0,0,0,0,0,-100,0,0,-53,-34,100,0,-100,0,0
0,100,0,0,0,-100,0,0,-59,-26,0,-6,100,0,0,100,0,13,0,1,-82,0,0,-66,96,-63,100,100,-100
-100,-15,0,0,0,0,0,0,0,0,0,40,0,0,100,-53,0,0,0,-85,100,0,-36,0,0,-19,-100,1,-38
100,7,93,0,44,98,69,0,41,-100,0,-40,-51,0,-100,9,2,-70,20,-100,-100,9,-4,0,-100,-24,0,-3,60
-73,-78,100,0,-100,100,-7,98,-47,68,100,0,-64,0,0,49,-2,0,-20,100,-35,100,100,0,-64,-26,100,100,67
0,-66,64,0,0,0,0,100,0,100,-90,0,100,2,0,-100,0,100,0,0,0,0,0,0,-34,0,-13,0,-28
0,-100,0,0,0,-35,0,0,0,-63,-10,0,100,30,0,-5,0,0,0,0,100,100,100,0,0,0,100,0,-100
100,-56,-69,100,-54,0,0,1,0,-22,0,0,0,100,0,0,0,-36,0,0,0,-15,0,0,73,-43,-51,-100,0
100,0,-100,100,-100,100,-12,100,96,-100,40,0,42,-100,0,0,32,-33,0,100,12,100,40,0,-100,0,97,-100,-100
4,2,-29,-100,-100,-54,-100,-100,-62,-100,22,0,100,38,39,0,79,2,0,81,-91,100,100,0,18,63,55,100,-100
9,-2,100,0,0,100,100,-100,0,0,-20,0,-25,0,100,0,-100,100,0,-100,100,-100,0,0,0,0,0,100,-5
-45,0,0,100,-22,47,-13,-99,-26,100,100,0,-60,100,100,0,-11,-10,0,100,-100,0,-71,0,-89,-63,100,0,-100
98,0,91,-1,-100,0,-100,0,-8,0,100,100,-100,-100,100,0,0,-75,72,100,-100,-77,34,0,0,0,-47,-100,-100
-16,0,0,-43,-13,100,-20,0,0,6,100,-5,-100,100,-100,0,0,-48,-72,-100,-34,1,0,0,0,100,1,100,-28
-65,0,-6,-5,-88,-100,87,100,100,68,86,-7,100,-78,0,35,1,0,69,-94,-100,-62,60,0,0,-53,-23,-100,-8
-39,0,-5,34,0,-100,2,-100,100,0,-97,-88,-100,-20,100,-28,0,100,0,-4,100,100,-12,84,0,0,0,100,-100
0,100,-100,0,0,-91,-89,0,0,0,0,0,0,2,-22,-7,-1,0,-69,0,0,0,0,0,29,100,100,100,-57
0,0,-41,-100,0,100,0,0,-100,25,0,0,0,100,-100,1,2,0,0,0,100,100,-37,0,0,0,-100,-100,0
-62,0,80,0,0,100,0,100,-8,0,-14,0,-100,-4,-77,-1,-2,0,0,0,0,-30,0,0,0,-15,0,0,0
100,0,-24,100,0,-89,0,100,-92,60,0,0,-100,0,-100,0,0,0,0,100,-30,100,0,100,-10,-100,0,0,0
100,-36,-100,0,0,95,0,0,0,0,0,0,-82,1,-40,0,0,0,0,100,0,0,-23,0,0,0,0,1,0
100,-39,40,-30,0,-100,0,49,100,-86,-63,88,-30,-51,0,28,0,-100,0,15,-100,-100,24,-95,4,-32,47,-100,38
100,49,-51,-3,85,-94,60,-100,100,-100,-100,100,0,-100,0,62,0,0,0,100,13,100,2,100,-23,0,100,-80,-38
100,-61,100,77,100,-100,100,75,-26,-77,69,-19,100,100,0,100,0,0,57,-100,-86,11,-92,100,0,100,-38,55,0
100,7,-2,100,-100,-81,100,100,-27,-100,-100,-100,-100,60,100,17,0,28,-57,-79,0,22,100,-64,0,81,100,-25,0
100,-20,11,-17,-85,100,-93,-99,-65,-8,-23,-9,0,-12,-100,-36,96,22,0,76,100,-49,100,-100,0,-100,-8,100,100
100,0,-100,76,100,-100,-51,68,82,84,37,10,0,-100,5,-3,-96,-49,0,-62,100,-100,-73,-10,0,-78,29,-100,68
100,0,0,0,100,-100,2,-81,-1,100,-57,0,0,-68,100,0,0,100,100,-74,-100,-93,100,0,9,100,0,100,-100
100,0,-52,100,15,73,-6,81,-33,72,-5,-70,100,0,-50,-10,0,-69,-85,-100,-3,-100,-57,12,-9,29,6,9,-68
0,0,100,100,0,0,100,-8,100,-100,0,0,-100,0,-55,0,0,-32,38,2,0,0,0,100,0,-29,-100,-100,0
0,100,-83,-100,-100,0,0,-82,0,-52,0,0,0,0,0,-100,100,0,0,-100,0,100,100,100,0,100,100,56,0
100,-100,0,-65,21,-100,-35,100,-34,100,-75,0,0,0,0,0,100,0,0,1,0,0,0,-100,100,0,-38,1,0
0,0,0,0,-100,33,3,0,0,-29,0,0,0,0,0,0,0,100,-1,0,0,0,-97,0,0,-5,0,0,100
75,79,30,-13,-36,100,-76,-100,-98,61,0,0,0,0,0,100,-100,-100,0,1,-40,0,0,-100,-16,100,0,-100,-100
100,-79,-47,-40,0,-9,-100,0,0,100,100,0,0,0,0,28,-26,0,-47,100,-16,-100,-1,-100,-12,0,0,-9,0
0,0,0,100,100,100,0,-26,-83,-100,11,0,0,0,0,-97,0,0,-5,100,0,0,0,-27,0,-63,-100,0,100
0,0,0,0,-100,100,2,-52,0,-47,-100,100,44,0,0,-89,-25,0,0,100,100,0,100,100,-72,0,100,-95,0
100,0,0,0,0,0,0,0,0,-31,0,-42,100,0,0,0,0,0,0,0,0,0,1,0,0,38,-50,0,-100
0,0,0,93,0,0,-6,1,0,0,0,0,0,0,0,0,0,0,0,-100,0,-100,100,-100,0,-27,1,-79,100
100,24,0,0,0,0,0,-100,1,0,100,-58,0,0,0,0,-28,0,0,-39,0,-64,0,0,0,-43,-73,0,0
-36,0,100,0,0,-100,100,29,0,-30,-100,0,-100,100,0,0,-21,0,0,-29,100,100,100,0,0,0,1,-12,-1
0,100,0,-100,100,0,-77,79,0,0,0,0,-44,-66,0,0,0,100,0,100,-76,0,100,0,0,-100,0,0,-99
100,-100,100,100,-47,-100,-23,0,-16,0,88,0,1,-34,0,0,0,0,0,-71,-90,-63,-100,0,100,0,-31,-100,0
-8,48,-60,-100,100,-40,100,-100,0,-100,100,0,100,93,88,0,0,59,0,-100,29,-87,0,0,-89,100,47,1,0
100,-5,23,-100,-100,-100,-31,100,0,68,-100,0,-100,81,-88,10,44,100,0,-100,-23,-100,40,0,-11,10,-100,-100,0
100,100,100,-72,0,0,-69,1,0,0,100,0,-1,0,0,-10,-44,0,0,0,-81,87,0,0,0,100,100,0,0
0,100,100,-100,-53,-44,0,-19,0,7,-73,0,1,1,0,0,0,100,0,-45,0,0,0,0,0,-23,0,0,100
-63,100,14,-100,0,0,0,86,100,-100,-100,100,-1,-100,0,0,32,-40,0,0,29,-67,100,0,0,-88,100,-80,-100
-97,0,-16,0,0,0,0,0,-84,100,-26,-100,0,100,0,0,0,100,0,0,100,-1,-95,0,100,0,100,14,0
100,-31,0,100,0,0,0,-100,41,0,0,0,0,2,0,0,-32,0,0,0,0,-52,-5,0,0,-52,-100,-27,0
0,100,100,-100,47,100,0,100,-57,0,0,0,100,-52,0,0,0,-100,0,0,100,0,0,1,-100,-100,-42,0,0
-13,-100,-100,-31,12,0,0,100,0,-10,0,0,-100,-50,0,0,0,100,0,0,0,0,100,-1,0,100,-21,-97,0
-100,-100,100,0,100,100,0,-43,0,-57,0,0,0,83,0,0,0,-100,60,0,-100,100,87,100,0,0,-78,-61,0
0,100,0,0,0,-100,0,0,0,-36,0,0,0,100,100,100,0,-100,100,0,0,-60,-75,-63,0,0,-100,100,100
0,0,0,-60,0,92,1,-97,0,0,0,0,0,0,-100,-21,0,0,0,0,100,0,0,-37,0,-77,0,-26,100
100,20,61,0,100,-79,-1,1,0,0,0,0,0,-89,0,-79,0,0,-100,0,100,-28,55,0,0,-69,100,-26,-100
-54,-87,-17,0,0,-62,0,-82,0,0,0,0,0,100,0,100,0,26,-10,2,100,100,0,0,0,0,-100,0,-89
0,0,-100,0,0,0,0,-81,0,0,78,0,0,5,100,0,0,-100,-20,0,0,-24,100,0,0,0,0,-9,-11
0,0,-26,0,100,-51,33,100,0,60,0,0,0,-100,85,-80,0,-30,-30,100,-70,0,-30,0,0,0,-100,0,0
-54,97,0,0,0,0,0,74,0,0,0,0,0,100,-100,100,0,-100,0,-100,-96,0,-73,0,100,0,0,100,0
94,9,-100,0,-100,0,6,61,0,-52,-78,0,0,92,-66,-100,0,100,0,30,21,100,-12,0,39,40,88,63,0
0,0,0,0,0,0,0,-63,0,0,0,0,0,0,-12,0,0,0,0,4,94,0,0,100,-78,-44,-100,0,100
-100,-98,-23,0,-100,79,-39,-100,60,-8,0,54,52,1,-7,-20,0,0,0,-36,62,34,-30,0,-45,100,68,-100,54
0,0,100,0,0,0,100,-42,0,11,0,-54,0,0,0,0,0,-100,0,0,-100,100,0,2,-16,100,-29,-72,100
-100,-56,-55,0,-100,-79,-100,-30,32,100,58,85,51,100,0,100,0,100,100,0,-100,-100,-100,60,0,-98,100,-30,-100
-100,8,12,100,100,11,0,0,-92,11,-58,-85,51,100,0,-25,0,-100,-100,0,-27,55,-73,-45,0,11,-100,11,64
100,100,-100,23,0,0,0,0,100,0,0,0,99,0,0,0,0,100,100,100,-100,0,-77,-100,0,100,100,3,-2
-19,0,-76,-22,-100,100,0,0,-52,0,100,0,100,-84,100,-43,0,0,-5,40,-100,0,0,-17,0,100,-100,1,-100
100,97,-100,100,-19,100,0,82,63,91,-100,0,1,100,0,-32,0,-100,-95,-100,0,-50,0,0,0,-88,-88,-15,-49
100,-3,0,0,0,0,2,-82,0,46,0,0,0,0,0,0,0,-15,0,-28,-13,-100,0,0,0,0,0,0,0
-40,-18,100,100,-40,-100,-2,0,-58,14,0,0,-100,-100,-90,1,0,0,0,100,0,0,0,100,0,100,-19,0,0
0,-34,-100,-32,0,0,100,100,0,74,0,0,1,2,100,-1,0,0,0,-100,0,0,-38,-100,0,-33,0,100,0
100,0,-14,-73,0,0,-100,-20,100,0,0,0,1,-100,-11,0,0,0,0,-12,52,-100,-59,0,0,100,-91,0,-67
-37,-52,0,100,0,0,0,100,-33,0,0,0,-100,0,-28,0,0,0,0,0,0,48,100,0,0,-83,100,1,0
78,0,-9,-100,0,-100,100,1,0,0,5,0,93,-100,0,0,0,0,0,70,0,71,100,0,0,0,-65,-55,0
0,-74,-14,100,42,0,-11,-100,-23,-100,0,0,0,-100,0,100,0,0,0,1,0,-26,0,0,0,100,-4,-46,100
100,-100,100,0,0,0,2,0,-88,0,0,0,-100,-100,-60,100,0,0,0,0,0,-61,0,0,13,100,0,1,0
74,-31,-100,-100,0,92,-19,-81,-9,9,73,0,-100,-85,-11,-59,0,82,0,88,0,-100,100,1,-13,0,68,-1,-27
0,-69,0,22,0,100,-9,0,0,0,100,0,0,3,0,0,0,-7,0,-15,0,0,-100,-1,0,-100,0,0,-72
0,-38,0,0,100,-100,-43,0,0,0,65,0,-37,-3,0,0,0,0,0,-95,0,-100,100,0,0,0,-69,6,100
0,-7,0,77,1,0,-20,0,0,0,-100,0,0,0,0,100,0,0,0,0,-31,-8,0,0,0,0,-30,0,100
0,100,0,-100,-100,-100,0,0,0,51,0,0,1,1,0,-51,0,100,0,0,0,0,0,0,0,0,0,-6,100
100,0,0,-60,-36,-3,0,0,100,0,-100,0,-13,-1,100,100,100,0,100,0,0,-100,-35,0,0,0,46,0,-100
-72,-46,0,0,-7,100,100,100,0,0,-43,0,0,0,100,-96,2,0,-47,-49,-21,0,22,0,0,100,-46,0,-100
-69,-54,0,0,100,100,0,-100,0,-72,0,0,7,0,0,100,-100,0,-53,0,0,-100,0,0,0,100,0,1,0
-4,0,0,-100,0,-12,-54,0,100,0,0,0,-7,0,-70,-8,-2,100,0,53,0,-67,-57,0,0,100,100,0,-100
0,0,0,0,-35,0,-22,0,0,-76,0,0,0,100,100,0,0,-42,0,0,0,-26,100,0,0,67,0,0,0
0,0,0,0,-40,-59,-24,0,100,-99,73,0,1,-100,0,100,0,0,0,-51,0,0,100,0,0,0,0,-1,0
-60,0,0,0,-25,0,0,0,-21,100,-73,0,-1,0,-100,0,0,0,0,0,0,0,1,0,0,30,-44,0,100
100,0,100,-35,0,-78,1,0,-100,-97,0,0,0,0,100,0,100,100,6,-2,100,0,-78,0,0,-100,-56,0,100
72,0,-100,0,100,-37,1,0,0,-19,0,0,0,0,-22,0,100,100,-6,0,-61,0,0,0,0,-87,0,100,100
-30,26,0,0,0,0,-2,0,0,-44,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,0,100,100,-100,0
100,0,0,100,-100,0,0,0,-100,0,0,0,0,100,-16,-100,-36,-100,0,100,0,100,1,0,26,0,93,100,-29
0,-26,0,0,0,-14,0,0,0,0,0,0,1,-20,-100,0,0,0,0,0,89,0,0,0,-26,0,0,-94,100
-31,0,0,0,0,0,0,100,-23,0,0,91,100,-72,0,0,94,-12,0,-100,2,100,-100,0,0,-100,-100,0,0
0,1,1,-100,0,0,0,0,-56,74,0,100,-18,-8,-26,0,-23,-66,0,0,100,0,0,0,0,-52,0,-6,-100
0,-1,-1,33,0,0,0,0,0,0,0,0,-83,0,0,100,-100,0,0,0,-58,0,-26,0,0,0,1,0,100
0,0,0,25,26,0,37,-36,100,-74,2,-20,78,100,-66,52,-100,-30,100,100,-69,-100,100,0,0,100,-94,0,-100
-100,0,100,-51,-26,0,-37,-64,-100,0,100,-100,-7,-100,0,100,0,100,100,22,0,0,-100,100,0,-74,0,70,-100
67,0,93,-7,0,0,0,88,19,44,36,96,-29,0,30,50,-27,-85,-73,-100,-100,-94,-100,-100,0,-25,0,28,23
28,2,-54,100,94,40,0,-56,56,-4,-73,21,1,29,-30,-100,-1,-79,100,84,18,85,-25,59,34,-100,0,100,-100
